,X,Index,Date,Year,Prev_date,nest_number,ID,Species,Start.Time,AMPM,AMPM_asnumeric,Duration_min,Start.Air.Temp,Start.Egg.Temp,Mean.Egg.Temp_offbout,Sunrise,Sunset,prev.sunset,Day.Length,ID_day,two_before_start,Air.Mean.2hr,Air.SD.2hr,Air.Max.2hr,Air.Min.2hr,log_Duration,Air_CV,TempRange_Mean,TempRange_SD,Date_2,Month_Year,Date_Written,predict_BestMod2hr
156,239,222,7/4/2015,2015,7/3/2015,15-24,2015SC024,SC,7.43,AM,1,258,21.342,36.362,32.364,6.27,21.05,21.05,14:37:10,2015SC024_41,5.43,20.99835504,1.854678351,25.234,15.533,5.552959585,0.088324935,two,one,7/4/2015,15-Jul,4-Jul-15,223.4358087
172,260,207,6/22/2015,2015,6/21/2015,15-24,2015SC024,SC,5.59,AM,1,290,21.987,34.783,28.958,6.23,21.04,21.04,14:41:40,2015SC024_29,3.59,20.9262587,1.926745348,24.098,14.697,5.669880923,0.092073092,two,one,6/22/2015,15-Jun,22-Jun-15,223.0881486
169,257,218,7/1/2015,2015,6/30/2015,15-24,2015SC024,SC,6.01,AM,1,296,20.698,35.77,33.128,6.26,21.05,21.05,14:38:59,2015SC024_38,4.01,20.91340856,1.921940079,24.098,14.697,5.690359454,0.091899896,two,one,7/1/2015,15-Jul,1-Jul-15,223.0676567
148,223,225,7/7/2015,2015,7/6/2015,15-24,2015SC024,SC,7.15,AM,1,212,18.913,36.254,30.946,6.29,21.04,21.04,14:34:55,2015SC024_44,5.15,20.72067797,1.781754284,23.569,14.697,5.356586275,0.085989189,two,one,7/7/2015,15-Jul,7-Jul-15,222.9203655
159,243,224,7/6/2015,2015,7/5/2015,15-24,2015SC024,SC,6.21,AM,1,214,22.776,36.335,32.03,6.28,21.04,21.04,14:35:43,2015SC024_43,4.21,20.80027921,1.882471626,23.954,14.697,5.365976015,0.090502229,two,one,7/6/2015,15-Jul,6-Jul-15,222.8805877
152,230,220,7/2/2015,2015,7/1/2015,15-24,2015SC024,SC,6.51,AM,1,252,22.968,37.618,35.934,6.26,21.05,21.05,14:38:26,2015SC024_39,4.51,20.68863158,1.820358029,23.4,14.697,5.529429088,0.087988325,two,one,7/2/2015,15-Jul,2-Jul-15,222.7503939
51,77,191,6/25/2015,2015,6/24/2015,15-23,2015SC023,SC,6.17,AM,1,244,20.793,36.824,31.661,6.23,21.05,21.05,14:41:25,2015SC023_32,4.17,20.46157527,1.277209648,22.92,17.13,5.497168225,0.062419908,two,one,6/25/2015,15-Jun,25-Jun-15,219.9290583
52,78,201,7/2/2015,2015,7/1/2015,15-23,2015SC023,SC,6.17,AM,1,274,22.369,36.173,34.529,6.26,21.05,21.05,14:38:26,2015SC023_39,4.17,20.46157527,1.277209648,22.92,17.13,5.613128106,0.062419908,two,one,7/2/2015,15-Jul,2-Jul-15,219.9290583
50,76,199,7/1/2015,2015,6/30/2015,15-23,2015SC023,SC,6.19,AM,1,280,20.126,36.065,32.439,6.26,21.05,21.05,14:38:59,2015SC023_38,4.19,20.44933799,1.276656863,22.872,17.13,5.634789603,0.062430229,two,one,7/1/2015,15-Jul,1-Jul-15,219.9000899
49,73,185,6/21/2015,2015,6/20/2015,15-23,2015SC023,SC,6.29,AM,1,292,20.984,34.757,34.315,6.22,21.04,21.04,14:41:39,2015SC023_28,4.29,20.39500499,1.273667831,22.872,17.13,5.676753802,0.062449989,two,one,6/21/2015,15-Jun,21-Jun-15,219.7727281
589,756,328,6/29/2015,2015,6/28/2015,15-37,2015BW037,BW,12.51,PM,2,196,36.146,38.06,33.789,6.25,21.05,21.05,14:39:56,2015BW037_36,10.51,34.39385956,2.966807669,40.602,26.916,5.278114659,0.086259806,four,two,6/29/2015,15-Jun,29-Jun-15,219.7300234
47,69,198,6/30/2015,2015,6/29/2015,15-23,2015SC023,SC,6.35,AM,1,186,18.414,35.502,32.164,6.26,21.05,21.05,14:39:28,2015SC023_37,4.35,20.36673878,1.269491113,22.872,17.13,5.225746674,0.062331585,two,one,6/30/2015,15-Jun,30-Jun-15,219.7126297
46,68,186,6/22/2015,2015,6/21/2015,15-23,2015SC023,SC,6.39,AM,1,262,21.199,35.368,34.705,6.23,21.04,21.04,14:41:40,2015SC023_29,4.39,20.34986441,1.265898411,22.872,17.13,5.568344504,0.062206725,two,one,6/22/2015,15-Jun,22-Jun-15,219.6793352
43,65,189,6/23/2015,2015,6/22/2015,15-23,2015SC023,SC,6.43,AM,1,258,20.65,35.609,34.77,6.23,21.04,21.04,14:41:38,2015SC023_30,4.43,20.33412363,1.261902671,22.872,17.13,5.552959585,0.062058375,two,one,6/23/2015,15-Jun,23-Jun-15,219.6497915
195,294,321,7/14/2015,2015,7/13/2015,15-36,2015SC036,SC,8.14,AM,1,252,24.05,32.073,33.73,6.33,21.01,21.02,14:28:03,2015SC036_51,6.14,21.15098063,2.055429047,29.04,15.414,5.529429088,0.097178901,two,two,7/14/2015,15-Jul,14-Jul-15,208.5534339
166,253,322,7/15/2015,2015,7/14/2015,15-36,2015SC036,SC,7.38,AM,1,242,23.016,32.047,33.766,6.34,21.01,21.01,14:26:53,2015SC036_52,5.38,20.51612187,1.913176126,24.484,15.27,5.488937726,0.093252328,two,one,7/15/2015,15-Jul,15-Jul-15,207.3174559
183,277,326,7/17/2015,2015,7/16/2015,15-36,2015SC036,SC,7.12,AM,1,298,22.226,31.919,34.801,6.35,21,21,14:24:27,2015SC036_54,5.12,20.38092817,1.970188401,23.232,14.673,5.697093487,0.096668237,two,one,7/17/2015,15-Jul,17-Jul-15,206.849108
193,291,318,7/12/2015,2015,7/11/2015,15-36,2015SC036,SC,6.52,AM,1,272,21.294,33.183,33.08,6.32,21.02,21.03,14:30:14,2015SC036_49,4.52,20.40072478,2.037822946,23.232,14.529,5.605802066,0.099889733,two,two,7/12/2015,15-Jul,12-Jul-15,206.7391478
320,458,285,6/26/2015,2015,6/25/2015,15-31,2015SC031,SC,11.45,AM,1,150,33.001,41.473,39.115,6.24,21.05,21.05,14:41:13,2015SC031_33,9.45,30.92741982,3.702503596,39.205,20.055,5.010635294,0.11971589,four,two,6/26/2015,15-Jun,26-Jun-15,204.7194504
742,911,591,6/30/2016,2016,6/29/2016,16-37,2016BW037,BW,15.5,PM,2,238,37.015,36.633,32.214,6.26,21.05,21.04,14:39:07,2016BW037_131,13.5,42.23422134,4.057646095,45,30.469,5.472270674,0.096074841,five,three,6/30/2016,16-Jun,30-Jun-16,198.9918379
369,508,473,8/29/2015,2015,8/28/2015,15-58,2015BW058,BW,12.03,AM,1,170,21.843,33.914,33.628,7.1,20.15,20.16,13:04:36,2015BW058_94,10.03,29.55988582,4.489825792,40.458,20.507,5.135798437,0.151889145,three,three,8/29/2015,15-Aug,29-Aug-15,198.8105364
301,435,16,6/5/2015,2015,6/4/2015,15-3,2015SC03,SC,6.02,AM,1,290,18.675,36.389,33.809,6.23,20.58,20.57,14:35:03,2015SC03_12,4.02,15.89497775,3.243254754,19.722,8.245,5.669880923,0.204042736,one,two,6/5/2015,15-Jun,5-Jun-15,198.6797954
103,141,129,6/21/2015,2015,6/20/2015,15-14,2015SC014,SC,5.13,AM,1,226,20.174,27.53,25.209,6.22,21.04,21.04,14:41:39,2015SC014_28,3.13,20.04200508,1.43743498,22.848,17.391,5.420534999,0.071721116,two,one,6/21/2015,15-Jun,21-Jun-15,198.2478427
302,438,14,6/3/2015,2015,6/2/2015,15-3,2015SC03,SC,6.34,AM,1,282,18.033,36.552,32.766,6.23,20.57,20.56,14:33:19,2015SC03_10,4.34,15.64181886,3.245778186,19.508,8.245,5.641907071,0.207506443,one,two,6/3/2015,15-Jun,3-Jun-15,198.0477118
299,431,18,6/6/2015,2015,6/5/2015,15-3,2015SC03,SC,7.16,AM,1,224,19.674,34.969,33.868,6.23,20.58,20.58,14:35:51,2015SC03_13,5.16,15.52749047,3.221513888,20.412,8.245,5.411646052,0.207471638,one,two,6/6/2015,15-Jun,6-Jun-15,197.8219511
300,432,8,5/30/2015,2015,5/29/2015,15-3,2015SC03,SC,7,AM,1,18,22.944,29.69,27.695,6.25,20.54,20.53,14:29:18,2015SC03_6,5,15.5117447,3.232987224,19.912,8.245,2.890371758,0.208421895,one,two,5/30/2015,15-May,30-May-15,197.7560466
95,132,131,6/23/2015,2015,6/22/2015,15-14,2015SC014,SC,5.45,AM,1,140,19.722,27.038,24.503,6.23,21.04,21.04,14:41:38,2015SC014_30,3.45,19.74501864,1.388502499,22.345,17.034,4.941642423,0.070321661,one,one,6/23/2015,15-Jun,23-Jun-15,197.6282662
366,505,461,8/21/2015,2015,8/20/2015,15-58,2015BW058,BW,11.57,AM,1,126,20.841,33.209,32.82,7.03,20.26,20.27,13:22:06,2015BW058_86,9.57,29.1392694,4.421442015,39.177,20.46,4.836281907,0.151734827,three,three,8/21/2015,15-Aug,21-Aug-15,197.3296539
75,110,130,6/22/2015,2015,6/21/2015,15-14,2015SC014,SC,6.09,AM,1,244,20.936,27.653,25.238,6.23,21.04,21.04,14:41:40,2015SC014_29,4.09,19.55308814,1.333268212,22.226,17.034,5.497168225,0.068187092,one,one,6/22/2015,15-Jun,22-Jun-15,197.283339
61,91,124,6/17/2015,2015,6/16/2015,15-14,2015SC014,SC,6.27,AM,1,276,17.368,29.565,28.012,6.22,21.03,21.03,14:41:02,2015SC014_24,4.27,19.4455678,1.297333543,22.106,17.034,5.620400866,0.066716156,one,one,6/17/2015,15-Jun,17-Jun-15,197.1018396
53,79,128,6/20/2015,2015,6/19/2015,15-14,2015SC014,SC,6.37,AM,1,194,19.912,28.171,26.917,6.22,21.04,21.04,14:41:34,2015SC014_27,4.37,19.3944661,1.277936814,22.106,17.034,5.267858159,0.065891827,one,one,6/20/2015,15-Jun,20-Jun-15,197.021024
41,61,121,6/15/2015,2015,6/14/2015,15-14,2015SC014,SC,6.59,AM,1,244,18.913,30.798,29.999,6.22,21.02,21.02,14:40:24,2015SC014_22,4.59,19.34422542,1.239610925,21.843,17.034,5.497168225,0.064081704,one,one,6/15/2015,15-Jun,15-Jun-15,196.9868168
44,66,126,6/19/2015,2015,6/18/2015,15-14,2015SC014,SC,6.47,AM,1,188,19.793,28.394,26.819,6.22,21.04,21.03,14:41:27,2015SC014_26,4.47,19.35240339,1.262585982,21.963,17.034,5.236441963,0.065241818,one,one,6/19/2015,15-Jun,19-Jun-15,196.9530582
758,929,592,7/1/2016,2016,6/30/2016,16-37,2016BW037,BW,16.26,PM,2,168,31.51,35.662,28.943,6.26,21.05,21.05,14:38:34,2016BW037_132,14.26,41.40691625,4.427007149,45,30.066,5.123963979,0.106914679,five,three,7/1/2016,16-Jul,1-Jul-16,193.6734031
594,761,164,6/24/2015,2015,6/23/2015,15-19,2015BW019,BW,22.41,PM,2,210,25.428,35.958,34.182,6.23,21.05,21.04,14:41:33,2015BW019_31,8.41,28.25761229,3.03357818,34.492,22.753,5.347107531,0.107354371,three,two,6/24/2015,15-Jun,24-Jun-15,192.9842564
444,587,541,6/21/2016,2016,6/20/2016,16-20,2016BW020,BW,16.34,PM,2,282,45,40.057,35.108,6.23,21.04,21.04,14:41:39,2016BW020_122,14.34,44.35837576,1.358546782,45,38.56,5.641907071,0.030626612,five,one,6/21/2016,16-Jun,21-Jun-16,192.0980095
449,592,532,6/12/2016,2016,6/11/2016,16-20,2016BW020,BW,16.48,PM,2,248,45,38.17,33.743,6.22,21.02,21.01,14:39:54,2016BW020_113,14.48,44.36544444,1.38414542,45,35.743,5.513428746,0.031198728,five,one,6/12/2016,16-Jun,12-Jun-16,192.0061625
450,593,538,6/18/2016,2016,6/17/2016,16-20,2016BW020,BW,16.54,PM,2,218,45,37.893,32.101,6.22,21.04,21.03,14:41:33,2016BW020_119,14.54,44.36356629,1.388635242,45,35.743,5.384495063,0.031301254,five,one,6/18/2016,16-Jun,18-Jun-16,191.9766554
451,594,540,6/20/2016,2016,6/19/2016,16-20,2016BW020,BW,16.46,PM,2,250,45,38.784,34.229,6.23,21.04,21.03,14:41:40,2016BW020_121,14.46,44.35680025,1.394922032,45,35.743,5.521460918,0.031447761,five,one,6/20/2016,16-Jun,20-Jun-16,191.9175655
452,595,536,6/16/2016,2016,6/15/2016,16-20,2016BW020,BW,16.44,PM,2,230,45,38.04,33.481,6.22,21.03,21.02,14:41:13,2016BW020_117,14.44,44.35259236,1.40037084,45,35.743,5.438079309,0.031573596,five,one,6/16/2016,16-Jun,16-Jun-16,191.8734689
204,311,338,7/4/2015,2015,7/3/2015,15-39,2015BW039,BW,9.17,AM,1,216,23.833,36.769,36.62,6.27,21.05,21.05,14:37:10,2015BW039_41,7.17,23.42711525,2.165237942,27.554,19.96,5.375278408,0.092424437,two,two,7/4/2015,15-Jul,4-Jul-15,191.7622439
763,934,600,7/8/2016,2016,7/7/2016,16-37,2016BW037,BW,16.42,PM,2,222,38.728,37.261,32.547,6.3,21.03,21.03,14:33:24,2016BW037_139,14.42,40.92882652,4.54953631,45,28.965,5.402677382,0.111157262,five,three,7/8/2016,16-Jul,8-Jul-16,191.0340427
460,605,534,6/14/2016,2016,6/13/2016,16-20,2016BW020,BW,17.08,PM,2,136,40.544,38.309,34.104,6.22,21.02,21.02,14:40:40,2016BW020_115,15.08,44.27299386,1.54157095,45,35.368,4.912654886,0.034819668,five,one,6/14/2016,16-Jun,14-Jun-16,190.8572738
463,608,535,6/15/2016,2016,6/14/2016,16-20,2016BW020,BW,17.1,PM,2,180,43.043,39.63,34.294,6.22,21.03,21.02,14:40:58,2016BW020_116,15.1,44.25413016,1.582865531,45,34.863,5.192956851,0.035767634,five,one,6/15/2016,16-Jun,15-Jun-16,190.5790554
765,937,603,7/12/2016,2016,7/11/2016,16-37,2016BW037,BW,16.46,PM,2,270,42.863,38.728,34.357,6.33,21.02,21.02,14:29:25,2016BW037_143,14.46,40.7882682,4.590255811,45,28.369,5.598421959,0.11253863,five,three,7/12/2016,16-Jul,12-Jul-16,190.2356502
767,939,597,7/4/2016,2016,7/3/2016,16-37,2016BW037,BW,16.48,PM,2,228,36.444,36.417,33.488,6.28,21.04,21.04,14:36:39,2016BW037_135,14.48,40.72035992,4.610027009,45,28.369,5.429345629,0.113211843,five,three,7/4/2016,16-Jul,4-Jul-16,189.8494517
469,614,533,6/13/2016,2016,6/12/2016,16-20,2016BW020,BW,17.2,PM,2,158,35.315,38.004,31.139,6.22,21.02,21.01,14:40:19,2016BW020_114,15.2,44.17266499,1.732368717,45,34.334,5.062595033,0.039218116,five,one,6/13/2016,16-Jun,13-Jun-16,189.5151961
429,572,334,7/2/2015,2015,7/1/2015,15-39,2015BW039,BW,16.07,PM,2,252,45,37.755,31.962,6.26,21.05,21.05,14:38:26,2015BW039_39,2.07,21.00001356,1.228935984,23.184,19.056,5.529429088,0.058520723,two,one,7/2/2015,15-Jul,2-Jul-15,188.7710291
768,940,598,7/5/2016,2016,7/4/2016,16-37,2016BW037,BW,16.56,PM,2,252,39.943,37.508,33.214,6.28,21.04,21.04,14:35:54,2016BW037_136,14.56,40.49753627,4.654605782,45,28.369,5.529429088,0.11493553,five,three,7/5/2016,16-Jul,5-Jul-16,188.6791403
362,501,454,8/16/2015,2015,8/15/2015,15-58,2015BW058,BW,11.21,AM,1,292,30.849,36.661,37.316,6.59,20.32,20.33,13:32:39,2015BW058_81,9.21,26.86630508,4.191085025,39.177,18.319,5.676753802,0.15599782,three,three,8/16/2015,15-Aug,16-Aug-15,188.6626071
401,543,370,7/19/2015,2015,7/18/2015,15-44,2015BW044,BW,15.16,PM,2,286,45,35.877,35.835,6.37,20.59,20.59,14:21:51,2015BW044_56,1.16,23.37898305,0.816563333,24.919,21.39,5.655991811,0.034927239,two,one,7/19/2015,15-Jul,19-Jul-15,187.5949568
402,544,369,7/18/2015,2015,7/17/2015,15-44,2015BW044,BW,15.18,PM,2,292,45,35.77,34.743,6.36,20.59,21,14:23:10,2015BW044_55,1.18,23.36746139,0.822650025,24.919,21.342,5.676753802,0.035204938,two,one,7/18/2015,15-Jul,18-Jul-15,187.5163874
770,942,599,7/6/2016,2016,7/5/2016,16-37,2016BW037,BW,17.02,PM,2,226,40.4,37.069,33.424,6.29,21.04,21.03,14:35:07,2016BW037_137,15.02,40.24177468,4.688735445,45,28.32,5.420534999,0.116514132,five,three,7/6/2016,16-Jul,6-Jul-16,187.4171846
48,71,413,7/25/2015,2015,7/24/2015,15-48,2015SC048,SC,4.07,AM,1,128,22.25,35.395,32.999,6.41,20.55,20.55,14:13:10,2015SC048_62,2.07,23.6789322,1.271973731,25.987,20.817,4.852030264,0.053717529,two,one,7/25/2015,15-Jul,25-Jul-15,187.3359167
424,567,337,7/4/2015,2015,7/3/2015,15-39,2015BW039,BW,17.07,PM,2,108,42.386,38.756,36.335,6.27,21.05,21.05,14:37:10,2015BW039_41,3.07,20.59824746,1.193579876,23.184,18.628,4.682131227,0.0579457,two,one,7/4/2015,15-Jul,4-Jul-15,187.2134551
503,661,537,6/17/2016,2016,6/16/2016,16-20,2016BW020,BW,17.38,PM,2,194,45,38.98,34.414,6.22,21.03,21.03,14:41:24,2016BW020_118,15.38,43.95651564,2.023432919,45,33.992,5.267858159,0.046032605,five,two,6/17/2016,16-Jun,17-Jun-16,187.1967165
406,548,377,7/23/2015,2015,7/22/2015,15-44,2015BW044,BW,15.3,PM,2,186,43.013,35.582,34.059,6.4,20.56,20.57,14:16:12,2015BW044_60,1.3,23.30841481,0.850813487,24.919,21.294,5.225746674,0.036502417,two,one,7/23/2015,15-Jul,23-Jul-15,187.1281985
221,346,142,6/25/2015,2015,6/24/2015,15-17,2015BW017,BW,12.11,AM,1,106,24.05,37.755,33.95,6.23,21.05,21.05,14:41:25,2015BW017_32,10.11,25.84459463,2.390461724,30.343,20.103,4.663439094,0.092493682,three,two,6/25/2015,15-Jun,25-Jun-15,187.0312173
525,684,219,7/2/2015,2015,7/1/2015,15-24,2015SC024,SC,15.37,PM,2,144,45,38.616,38.008,6.26,21.05,21.05,14:38:26,2015SC024_39,1.37,22.14362533,2.105843604,25.453,15.461,4.9698133,0.095099315,two,two,7/2/2015,15-Jul,2-Jul-15,186.1031249
409,552,368,7/17/2015,2015,7/16/2015,15-44,2015BW044,BW,16.08,PM,2,198,44.196,35.985,32.661,6.35,21,21,14:24:27,2015BW044_54,2.08,23.09149153,0.899572463,24.919,21.223,5.288267031,0.03895688,two,one,7/17/2015,15-Jul,17-Jul-15,185.9632825
535,695,542,6/22/2016,2016,6/21/2016,16-20,2016BW020,BW,17.5,PM,2,210,45,40.862,37.628,6.23,21.05,21.04,14:41:34,2016BW020_123,15.5,43.80387805,2.19230029,45,33.992,5.347107531,0.050048087,five,two,6/22/2016,16-Jun,22-Jun-16,185.734576
549,709,155,6/27/2015,2015,6/26/2015,15-18,2015BW018,BW,14.5,PM,2,248,36.552,37.261,36.772,6.24,21.05,21.05,14:40:41,2015BW018_34,0.5,20.58501173,2.335051444,24.46,16.534,5.513428746,0.113434545,two,two,6/27/2015,15-Jun,27-Jun-15,185.7088585
130,199,288,6/29/2015,2015,6/28/2015,15-31,2015SC031,SC,8.55,AM,1,186,23.28,40.891,37.398,6.25,21.05,21.05,14:39:56,2015SC031_36,6.55,21.12754237,1.630488565,25.331,18.152,5.225746674,0.077173603,two,one,6/29/2015,15-Jun,29-Jun-15,185.3495039
772,944,595,7/3/2016,2016,7/2/2016,16-37,2016BW037,BW,17.14,PM,2,188,30.343,36.715,30.598,6.27,21.05,21.04,14:37:20,2016BW037_134,15.14,39.78481256,4.753110255,45,28.32,5.236441963,0.11947047,four,three,7/3/2016,16-Jul,3-Jul-16,185.1462679
773,945,605,7/13/2016,2016,7/12/2016,16-37,2016BW037,BW,17.14,PM,2,240,41.942,39.29,34.994,6.33,21.01,21.02,14:28:19,2016BW037_144,15.14,39.78481256,4.753110255,45,28.32,5.480638923,0.11947047,four,three,7/13/2016,16-Jul,13-Jul-16,185.1462679
187,282,412,7/24/2015,2015,7/23/2015,15-48,2015SC048,SC,9.17,AM,1,150,27.284,35.368,34,6.41,20.55,20.56,14:14:42,2015SC048_61,7.17,23.44116102,1.990092889,28.468,18.771,5.010635294,0.084897369,two,one,7/24/2015,15-Jul,24-Jul-15,185.0604203
514,672,215,6/28/2015,2015,6/27/2015,15-24,2015SC024,SC,16.29,PM,2,196,45,37.425,36.179,6.25,21.05,21.05,14:40:20,2015SC024_35,2.29,21.6660116,2.05929071,25.283,15.008,5.278114659,0.09504706,two,two,6/28/2015,15-Jun,28-Jun-15,185.0311999
73,108,335,7/2/2015,2015,7/1/2015,15-39,2015BW039,BW,8.07,AM,1,276,26.598,34.124,35.682,6.26,21.05,21.05,14:38:26,2015BW039_39,6.07,20.88011186,1.332227391,26.353,18.913,5.620400866,0.063803652,two,one,7/2/2015,15-Jul,2-Jul-15,184.7950326
510,668,208,6/23/2015,2015,6/22/2015,15-24,2015SC024,SC,16.47,PM,2,190,45,36.824,36.926,6.23,21.04,21.04,14:41:38,2015SC024_30,2.47,21.50741754,2.041169024,25.21,15.008,5.247024072,0.094905352,two,two,6/23/2015,15-Jun,23-Jun-15,184.6815205
120,175,296,7/4/2015,2015,7/3/2015,15-31,2015SC031,SC,8.35,AM,1,136,21.008,40.2,39.911,6.27,21.05,21.05,14:37:10,2015SC031_41,6.35,20.70141591,1.552977784,25.331,17.748,4.912654886,0.07501795,two,one,7/4/2015,15-Jul,4-Jul-15,184.477669
775,947,601,7/9/2016,2016,7/8/2016,16-37,2016BW037,BW,17.18,PM,2,218,40.429,38.06,33.5,6.31,21.03,21.03,14:32:29,2016BW037_140,15.18,39.63451545,4.768366743,45,28.32,5.384495063,0.12030844,four,three,7/9/2016,16-Jul,9-Jul-16,184.4276014
475,622,150,6/22/2015,2015,6/21/2015,15-18,2015BW018,BW,16.42,PM,2,240,40.286,38.476,36.416,6.23,21.04,21.04,14:41:40,2015BW018_29,2.42,19.68962712,1.858387523,23.184,15.891,5.480638923,0.094384089,one,one,6/22/2015,15-Jun,22-Jun-15,184.1372437
113,164,291,7/1/2015,2015,6/30/2015,15-31,2015SC031,SC,8.23,AM,1,212,21.652,40.717,37.975,6.26,21.05,21.05,14:38:59,2015SC031_38,6.23,20.49472751,1.506673156,25.137,17.629,5.356586275,0.073515159,two,one,7/1/2015,15-Jul,1-Jul-15,184.0752577
552,712,140,6/25/2015,2015,6/24/2015,15-17,2015BW017,BW,22.19,PM,2,114,26.231,36.227,34.729,6.23,21.05,21.05,14:41:25,2015BW017_32,8.19,24.34844068,2.346003173,28.866,19.08,4.736198448,0.09635127,two,two,6/25/2015,15-Jun,25-Jun-15,183.7821519
29,45,404,7/18/2015,2015,7/17/2015,15-48,2015SC048,SC,6.43,AM,1,250,22.776,35.582,33.444,6.36,20.59,21,14:23:10,2015SC048_55,4.43,22.04010169,1.086917923,23.833,18.723,5.521460918,0.049315468,two,one,7/18/2015,15-Jul,18-Jul-15,183.717327
398,540,373,7/21/2015,2015,7/20/2015,15-44,2015BW044,BW,18.12,PM,2,92,28.419,34.466,32.949,6.38,20.57,20.58,14:19:06,2015BW044_58,4.12,22.3110565,0.743048565,24.171,19.222,4.521788577,0.033304051,two,one,7/21/2015,15-Jul,21-Jul-15,183.3570917
70,105,299,7/6/2015,2015,7/5/2015,15-31,2015SC031,SC,7.33,AM,1,120,22.034,40.978,36.208,6.28,21.04,21.04,14:35:43,2015SC031_43,5.33,19.89463494,1.318662962,23.641,17.344,4.787491743,0.06628234,one,one,7/6/2015,15-Jul,6-Jul-15,183.0327874
83,119,406,7/19/2015,2015,7/18/2015,15-48,2015SC048,SC,8.01,AM,1,244,23.569,36.092,34.005,6.37,20.59,20.59,14:21:51,2015SC048_56,6.01,22.00363983,1.346113515,24.05,18.723,5.497168225,0.061176856,two,one,7/19/2015,15-Jul,19-Jul-15,183.0180983
19,25,375,7/22/2015,2015,7/21/2015,15-44,2015BW044,BW,4.08,AM,1,144,22.944,33.992,32.258,6.39,20.57,20.57,14:17:40,2015BW044_59,2.08,23.09149153,0.899572463,24.919,21.223,4.9698133,0.03895688,two,one,7/22/2015,15-Jul,22-Jul-15,182.9956677
64,95,298,7/6/2015,2015,7/5/2015,15-31,2015SC031,SC,7.25,AM,1,74,24.871,41.443,37.596,6.28,21.04,21.04,14:35:43,2015SC031_43,5.25,19.84903911,1.308473601,23.064,17.344,4.304065093,0.065921257,one,one,7/6/2015,15-Jul,6-Jul-15,182.9439547
122,178,374,7/21/2015,2015,7/20/2015,15-44,2015BW044,BW,9.58,AM,1,144,23.665,33.678,31.286,6.38,20.57,20.58,14:19:06,2015BW044_58,7.58,23.78600188,1.564101298,27.604,19.96,4.9698133,0.065757217,two,one,7/21/2015,15-Jul,21-Jul-15,182.8071659
18,24,371,7/20/2015,2015,7/19/2015,15-44,2015BW044,BW,4.26,AM,1,108,22.202,34.019,32.75,6.38,20.58,20.59,14:20:30,2015BW044_57,2.26,22.96612806,0.89776956,24.798,21.223,4.682131227,0.039091028,two,one,7/20/2015,15-Jul,20-Jul-15,182.465591
454,598,184,6/21/2015,2015,6/20/2015,15-23,2015SC023,SC,16.07,PM,2,250,45,36.905,36.537,6.22,21.04,21.04,14:41:39,2015SC023_28,2.07,21.40134297,1.4372958,24.219,18.176,5.521460918,0.067159141,two,one,6/21/2015,15-Jun,21-Jun-15,182.3021051
780,952,588,6/28/2016,2016,6/27/2016,16-37,2016BW037,BW,17.34,PM,2,132,35.075,36.498,30.417,6.25,21.05,21.05,14:40:02,2016BW037_129,15.34,39.05971486,4.823303385,45,27.235,4.882801923,0.123485371,four,three,6/28/2016,16-Jun,28-Jun-16,181.6953974
781,953,593,7/2/2016,2016,7/1/2016,16-37,2016BW037,BW,17.34,PM,2,76,34.81,37.178,33.007,6.27,21.05,21.04,14:37:59,2016BW037_133,15.34,39.05971486,4.823303385,45,27.235,4.33073334,0.123485371,four,three,7/2/2016,16-Jul,2-Jul-16,181.6953974
446,589,193,6/27/2015,2015,6/26/2015,15-23,2015SC023,SC,16.59,PM,2,198,39.403,36.688,36.31,6.24,21.05,21.05,14:40:41,2015SC023_34,2.59,21.00086341,1.364817062,24.122,17.915,5.288267031,0.064988617,two,one,6/27/2015,15-Jun,27-Jun-15,181.4818802
443,586,200,7/2/2015,2015,7/1/2015,15-23,2015SC023,SC,17.03,PM,2,130,43.982,37.838,35.66,6.26,21.05,21.05,14:38:26,2015SC023_39,3.03,20.97241974,1.358363046,24.122,17.867,4.86753445,0.064769019,two,one,7/2/2015,15-Jul,2-Jul-15,181.426694
433,576,203,7/3/2015,2015,7/2/2015,15-23,2015SC023,SC,18.01,PM,2,96,28.568,36.2,36.152,6.27,21.05,21.05,14:37:50,2015SC023_40,4.01,20.56555035,1.280122253,23.232,17.13,4.564348191,0.062245952,two,one,7/3/2015,15-Jul,3-Jul-15,180.6042042
787,959,602,7/11/2016,2016,7/10/2016,16-37,2016BW037,BW,17.44,PM,2,206,39.715,38.672,35.115,6.32,21.02,21.02,14:30:29,2016BW037_142,15.44,38.72954437,4.842983552,45,27.087,5.327876169,0.125046231,four,three,7/11/2016,16-Jul,11-Jul-16,180.1826972
432,575,187,6/22/2015,2015,6/21/2015,15-23,2015SC023,SC,18.41,PM,2,116,35.555,37.37,34.359,6.23,21.04,21.04,14:41:40,2015SC023_29,4.41,20.34170887,1.26378734,22.872,17.13,4.753590191,0.062127885,two,one,6/22/2015,15-Jun,22-Jun-15,180.0889457
622,789,528,6/15/2016,2016,6/14/2016,16-19,2016BW019,BW,16.27,PM,2,224,41.007,38.616,35.534,6.22,21.03,21.02,14:40:58,2016BW019_116,14.27,42.23651695,3.206721861,45,35.77,5.411646052,0.075922971,five,two,6/15/2016,16-Jun,15-Jun-16,179.809498
