,X,Index,Date,Year,Prev_date,nest_number,ID,Species,Start.Time,AMPM,AMPM_asnumeric,Duration_min,Start.Air.Temp,Start.Egg.Temp,Mean.Egg.Temp_offbout,Sunrise,Sunset,prev.sunset,Day.Length,ID_day,two_before_start,Air.Mean.2hr,Air.SD.2hr,Air.Max.2hr,Air.Min.2hr,log_Duration,Air_CV,TempRange_Mean,TempRange_SD,Date_2,Month_Year,Date_Written,predict_BestMod2hr
628,795,890,6/11/2016,2016,6/10/2016,16-17,2016SC017,SC,19.22,PM,2,38,31.077,34.651,32.118,6.22,21.01,21,14:39:27,2016SC017_112,17.22,34.84668523,3.277531596,45,27.53,3.63758616,0.094055764,four,two,6/11/2016,16-Jun,11-Jun-16,85.88267329
153,234,985,6/26/2016,2016,6/25/2016,16-25,2016SC025,SC,7.57,AM,1,72,25.307,32.846,28.473,6.24,21.05,21.05,14:40:46,2016SC025_127,5.57,22.08954172,1.835676544,28.097,17.582,4.276666119,0.083101613,two,one,6/26/2016,16-Jun,26-Jun-16,85.82429201
144,218,980,6/24/2016,2016,6/23/2016,16-25,2016SC025,SC,7.51,AM,1,76,24.895,32.51,29.251,6.24,21.05,21.04,14:41:16,2016SC025_125,5.51,21.95166037,1.758194937,27.53,17.582,4.33073334,0.080093939,two,one,6/24/2016,16-Jun,24-Jun-16,85.66532373
132,201,982,6/25/2016,2016,6/24/2016,16-25,2016SC025,SC,7.37,AM,1,72,24.315,32.562,28.939,6.24,21.05,21.05,14:41:03,2016SC025_126,5.37,21.71069883,1.637048871,26.158,17.582,4.276666119,0.075402864,two,one,6/25/2016,16-Jun,25-Jun-16,85.35400122
311,449,887,6/13/2016,2016,6/12/2016,16-13,2016SC013,SC,8.34,AM,1,54,20.126,45,42.616,6.22,21.02,21.01,14:40:19,2016SC013_114,6.34,19.29155179,3.492728754,26.549,9.977,3.988984047,0.181049653,one,two,6/13/2016,16-Jun,13-Jun-16,85.26434775
126,194,979,6/23/2016,2016,6/22/2016,16-25,2016SC025,SC,7.31,AM,1,60,25.355,32.742,27.984,6.23,21.05,21.04,14:41:27,2016SC025_124,5.31,21.63996415,1.615357071,25.598,17.582,4.094344562,0.074646938,two,one,6/23/2016,16-Jun,23-Jun-16,85.23001893
26,40,524,6/13/2016,2016,6/12/2016,16-19,2016BW019,BW,6.57,AM,1,128,18.842,33.365,26.166,6.22,21.02,21.01,14:40:19,2016BW019_114,4.57,18.49817161,1.047470814,20.484,16.106,4.852030264,0.05662564,one,one,6/13/2016,16-Jun,13-Jun-16,85.14798691
125,193,976,6/22/2016,2016,6/21/2016,16-25,2016SC025,SC,7.27,AM,1,84,25.113,31.408,28.348,6.23,21.05,21.04,14:41:34,2016SC025_123,5.27,21.60050913,1.609683762,25.525,17.51,4.430816799,0.07452064,two,one,6/22/2016,16-Jun,22-Jun-16,85.14576316
712,881,972,6/20/2016,2016,6/19/2016,16-25,2016SC025,SC,17.59,PM,2,102,39.403,33.914,31.744,6.23,21.04,21.03,14:41:40,2016SC025_121,15.59,39.60797835,3.84028681,45,28.196,4.624972813,0.096957405,four,two,6/20/2016,16-Jun,20-Jun-16,84.86825338
131,200,996,7/3/2016,2016,7/2/2016,16-25,2016SC025,SC,7.11,AM,1,114,20.936,29.865,26.879,6.27,21.05,21.04,14:37:20,2016SC025_134,5.11,21.49927314,1.632394757,25.355,17.391,4.736198448,0.075927904,two,one,7/3/2016,16-Jul,3-Jul-16,84.84200448
146,220,969,6/18/2016,2016,6/17/2016,16-25,2016SC025,SC,6.27,AM,1,96,21.342,31.204,26.245,6.22,21.04,21.03,14:41:33,2016SC025_119,4.27,21.59512386,1.763343719,25.793,17.296,4.564348191,0.081654717,two,one,6/18/2016,16-Jun,18-Jun-16,84.77138069
610,777,1076,6/11/2016,2016,6/10/2016,16-7,2016SC07,SC,19.19,PM,2,86,32.407,35.877,31.749,6.22,21.01,21,14:39:27,2016SC07_112,17.19,33.5277265,3.13375237,43.013,24.629,4.454347296,0.093467488,four,two,6/11/2016,16-Jun,11-Jun-16,84.71981318
133,203,974,6/21/2016,2016,6/20/2016,16-25,2016SC025,SC,7.01,AM,1,84,21.342,31.561,26.911,6.23,21.04,21.04,14:41:39,2016SC025_122,5.01,21.47829465,1.668937128,25.453,17.368,4.430816799,0.077703428,two,one,6/21/2016,16-Jun,21-Jun-16,84.70425153
96,133,637,7/5/2016,2016,7/4/2016,16-39,2016BW039,BW,8.26,AM,1,62,23.833,34.624,32.218,6.28,21.04,21.04,14:35:54,2016BW039_136,6.26,22.87902347,1.392325058,26.695,20.079,4.127134385,0.060855965,two,one,7/5/2016,16-Jul,5-Jul-16,84.67448956
143,216,971,6/19/2016,2016,6/18/2016,16-25,2016SC025,SC,6.37,AM,1,112,19.294,31.103,25.707,6.22,21.04,21.03,14:41:38,2016SC025_120,4.37,21.53663168,1.747804017,25.72,17.296,4.718498871,0.081154938,two,one,6/19/2016,16-Jun,19-Jun-16,84.66322266
138,211,973,6/20/2016,2016,6/19/2016,16-25,2016SC025,SC,6.49,AM,1,94,22.106,30.798,27.793,6.23,21.04,21.03,14:41:40,2016SC025_121,4.49,21.48944785,1.714345052,25.574,17.296,4.543294782,0.079776133,two,one,6/20/2016,16-Jun,20-Jun-16,84.62514012
337,475,812,6/2/2016,2016,6/1/2016,16-1,2016SC01,SC,8.32,AM,1,90,21.413,33.313,28.276,6.23,20.56,20.56,14:33:06,2016SC01_103,6.32,18.6905591,3.850879865,29.065,9.756,4.49980967,0.206033423,one,two,6/2/2016,16-Jun,2-Jun-16,84.62168595
135,206,552,6/25/2016,2016,6/24/2016,16-28,2016BW028,BW,5.5,AM,1,20,21.652,37.453,35.819,6.24,21.05,21.05,14:41:03,2016BW028_126,3.5,21.58784746,1.68695158,25.331,18.771,2.995732274,0.078143575,two,one,6/25/2016,16-Jun,25-Jun-16,84.5792267
69,104,634,7/3/2016,2016,7/2/2016,16-39,2016BW039,BW,8.16,AM,1,74,22.681,31.791,28.255,6.27,21.05,21.04,14:37:20,2016BW039_134,6.16,22.71452673,1.318243146,26.256,20.079,4.304065093,0.058035246,two,one,7/3/2016,16-Jul,3-Jul-16,84.32135486
692,861,1004,7/7/2016,2016,7/6/2016,16-25,2016SC025,SC,18.07,PM,2,120,37.618,34.651,32.457,6.29,21.04,21.04,14:34:17,2016SC025_138,16.07,39.31954723,3.7915733,45,28.196,4.787491743,0.096429729,four,two,7/7/2016,16-Jul,7-Jul-16,84.26932279
693,862,1007,7/8/2016,2016,7/7/2016,16-25,2016SC025,SC,18.07,PM,2,80,36.661,33.6,31.492,6.3,21.03,21.03,14:33:24,2016SC025_139,16.07,39.31954723,3.7915733,45,28.196,4.382026635,0.096429729,four,two,7/8/2016,16-Jul,8-Jul-16,84.26932279
689,858,977,6/22/2016,2016,6/21/2016,16-25,2016SC025,SC,18.09,PM,2,114,41.854,34.757,33.391,6.23,21.05,21.04,14:41:34,2016SC025_123,16.09,39.24999123,3.782809953,45,28.196,4.736198448,0.096377345,four,two,6/22/2016,16-Jun,22-Jun-16,84.11787715
325,463,822,6/11/2016,2016,6/10/2016,16-1,2016SC01,SC,8.28,AM,1,40,26.475,35.609,32.197,6.22,21.01,21,14:39:27,2016SC01_112,6.28,18.41582286,3.811555347,28.518,9.756,3.688879454,0.206971764,one,two,6/11/2016,16-Jun,11-Jun-16,84.03456599
630,797,1103,6/4/2016,2016,6/3/2016,16-8,2016SC08,SC,19.16,PM,2,72,27.776,35.315,31.228,6.23,20.58,20.57,14:34:51,2016SC08_105,17.16,33.3228678,3.312381314,41.736,27.899,4.276666119,0.099402648,four,two,6/4/2016,16-Jun,4-Jun-16,83.92798349
605,772,1079,6/12/2016,2016,6/11/2016,16-7,2016SC07,SC,19.29,PM,2,66,32.742,36.2,33.347,6.22,21.02,21.01,14:39:54,2016SC07_113,17.29,33.02878043,3.102374886,41.883,23.761,4.189654742,0.093929441,four,two,6/12/2016,16-Jun,12-Jun-16,83.55946707
375,516,762,8/5/2016,2016,8/4/2016,16-58,2016BW058,BW,6.5,AM,1,64,22.034,33.053,28.745,6.51,20.44,20.44,13:52:56,2016BW058_167,4.5,34.94449274,6.252623345,45,22.848,4.158883083,0.17893015,four,four,8/5/2016,16-Aug,5-Aug-16,83.49807328
810,985,823,6/12/2016,2016,6/11/2016,16-1,2016SC01,SC,17.54,PM,2,136,36.96,37.453,33.452,6.22,21.02,21.01,14:39:54,2016SC01_113,15.54,36.25535225,6.049570746,45,19.199,4.912654886,0.166860074,four,four,6/12/2016,16-Jun,12-Jun-16,83.32426265
691,860,975,6/21/2016,2016,6/20/2016,16-25,2016SC025,SC,18.19,PM,2,106,38.952,33.835,31.855,6.23,21.04,21.04,14:41:39,2016SC025_122,16.19,38.88270901,3.791139718,45,28.196,4.663439094,0.097501944,four,two,6/21/2016,16-Jun,21-Jun-16,83.18988154
321,459,829,6/17/2016,2016,6/16/2016,16-1,2016SC01,SC,8.2,AM,1,68,26.5,37.59,34.329,6.22,21.03,21.03,14:41:24,2016SC01_118,6.2,17.98275287,3.720306237,27.407,9.534,4.219507705,0.206881909,one,two,6/17/2016,16-Jun,17-Jun-16,83.17783888
695,864,978,6/23/2016,2016,6/22/2016,16-25,2016SC025,SC,18.21,PM,2,78,33.966,33.887,31.925,6.23,21.05,21.04,14:41:27,2016SC025_124,16.21,38.81163801,3.800856827,45,28.196,4.356708827,0.097930853,four,two,6/23/2016,16-Jun,23-Jun-16,82.99126427
696,865,981,6/24/2016,2016,6/23/2016,16-25,2016SC025,SC,18.21,PM,2,94,38.449,34.519,32.428,6.24,21.05,21.04,14:41:16,2016SC025_125,16.21,38.81163801,3.800856827,45,28.196,4.543294782,0.097930853,four,two,6/24/2016,16-Jun,24-Jun-16,82.99126427
804,978,760,8/4/2016,2016,8/3/2016,16-58,2016BW058,BW,19.4,PM,2,32,30.217,34.757,30.866,6.5,20.45,20.45,13:54:48,2016BW058_166,17.4,33.51225545,5.697747759,45,22.848,3.465735903,0.170019824,four,three,8/4/2016,16-Aug,4-Aug-16,82.96064899
826,1001,790,6/6/2016,2016,6/5/2016,16-5,2016SC005,SC,18.54,PM,2,86,31.816,36.039,30.487,6.22,20.59,20.58,14:36:25,2016SC005_107,16.54,39.32246199,6.700987365,45,19.651,4.454347296,0.170411186,four,four,6/6/2016,16-Jun,6-Jun-16,82.90634946
751,920,941,6/23/2016,2016,6/22/2016,16-18,2016SC018,SC,19.13,PM,2,98,35.475,36.552,33.849,6.23,21.05,21.04,14:41:27,2016SC018_124,17.13,37.63485782,4.146064856,45,28.891,4.584967479,0.110165551,four,three,6/23/2016,16-Jun,23-Jun-16,82.88915368
603,770,1090,6/18/2016,2016,6/17/2016,16-7,2016SC07,SC,19.35,PM,2,70,29.09,35.689,33.615,6.22,21.04,21.03,14:41:33,2016SC07_119,17.35,32.73889599,3.095804853,41.825,23.761,4.248495242,0.094560454,four,two,6/18/2016,16-Jun,18-Jun-16,82.85791519
604,771,1093,6/19/2016,2016,6/18/2016,16-7,2016SC07,SC,19.35,PM,2,72,30.748,35.958,33.124,6.22,21.04,21.03,14:41:38,2016SC07_120,17.35,32.73889599,3.095804853,41.825,23.761,4.276666119,0.094560454,four,two,6/19/2016,16-Jun,19-Jun-16,82.85791519
587,754,902,6/17/2016,2016,6/16/2016,16-17,2016SC017,SC,19.48,PM,2,48,30.293,35.985,32.884,6.22,21.03,21.03,14:41:24,2016SC017_118,17.48,33.29341727,2.952656504,43.163,26.549,3.871201011,0.088685895,four,two,6/17/2016,16-Jun,17-Jun-16,82.80425152
698,867,1000,7/5/2016,2016,7/4/2016,16-25,2016SC025,SC,18.23,PM,2,92,37.206,34.492,32.291,6.28,21.04,21.04,14:35:54,2016SC025_136,16.23,38.74076443,3.808998097,45,28.196,4.521788577,0.098320158,four,two,7/5/2016,16-Jul,5-Jul-16,82.79683812
825,1000,780,5/30/2016,2016,5/29/2016,16-5,2016SC005,SC,18.57,PM,2,110,29.815,34.413,29.013,6.24,20.55,20.54,14:30:07,2016SC005_100,16.57,39.15048328,6.67490282,45,19.651,4.700480366,0.170493497,four,four,5/30/2016,16-May,30-May-16,82.54227566
317,455,830,6/18/2016,2016,6/17/2016,16-1,2016SC01,SC,8.1,AM,1,74,25.623,34.995,29.012,6.22,21.04,21.03,14:41:33,2016SC01_119,6.1,17.55641594,3.645045811,24.895,9.089,4.304065093,0.207619017,one,two,6/18/2016,16-Jun,18-Jun-16,82.30019564
316,454,828,6/16/2016,2016,6/15/2016,16-1,2016SC01,SC,8.08,AM,1,68,23.112,37.178,32.379,6.22,21.03,21.02,14:41:13,2016SC01_117,6.08,17.47775494,3.641767486,24.581,8.792,4.219507705,0.208365863,one,two,6/16/2016,16-Jun,16-Jun-16,82.11334157
367,506,802,6/14/2016,2016,6/13/2016,16-5,2016SC005,SC,8.58,AM,1,48,23.352,33.469,28.75,6.22,21.02,21.02,14:40:40,2016SC005_115,6.58,20.7499038,4.428220656,31.689,8.095,3.871201011,0.213409214,two,three,6/14/2016,16-Jun,14-Jun-16,81.88526248
776,948,945,5/28/2016,2016,5/27/2016,16-2,2016SC02,SC,18.07,PM,2,102,28.419,37.206,31.027,6.25,20.53,20.52,14:27:54,2016SC02_98,16.07,28.32237712,4.81488834,39.234,20.436,4.624972813,0.170002974,three,three,5/28/2016,16-May,28-May-16,81.85870274
599,766,1099,6/22/2016,2016,6/21/2016,16-7,2016SC07,SC,19.45,PM,2,88,34.598,39.008,36.073,6.23,21.05,21.04,14:41:34,2016SC07_123,17.45,32.24143991,3.068327346,41.21,23.472,4.477336814,0.095167193,four,two,6/22/2016,16-Jun,22-Jun-16,81.69209039
297,428,1059,7/27/2016,2016,7/26/2016,16-50,2016SC050,SC,9.56,AM,1,34,32.33,38.365,35.839,6.44,20.52,20.53,14:08:47,2016SC050_158,7.56,27.44621671,3.09940777,35.609,19.127,3.526360525,0.112926594,three,two,7/27/2016,16-Jul,27-Jul-16,81.66051212
243,369,1104,6/5/2016,2016,6/4/2016,16-8,2016SC08,SC,7.42,AM,1,56,15.366,34.757,26.215,6.23,20.58,20.57,14:35:39,2016SC08_106,5.42,15.63708757,2.571949797,20.722,11.151,4.025351691,0.164477546,one,two,6/5/2016,16-Jun,5-Jun-16,81.49961437
717,886,983,6/25/2016,2016,6/24/2016,16-25,2016SC025,SC,18.37,PM,2,72,38.756,34.466,32.398,6.24,21.05,21.05,14:41:03,2016SC025_126,16.37,38.18726119,3.850407492,45,27.727,4.276666119,0.100829632,four,two,6/25/2016,16-Jun,25-Jun-16,81.33052117
828,1003,797,6/10/2016,2016,6/9/2016,16-5,2016SC005,SC,19.04,PM,2,94,35.636,35.555,31.007,6.22,21.01,21,14:38:57,2016SC005_111,17.04,38.62735557,6.723957867,45,20.15,4.543294782,0.174072436,four,four,6/10/2016,16-Jun,10-Jun-16,81.13312307
741,910,943,6/24/2016,2016,6/23/2016,16-18,2016SC018,SC,19.23,PM,2,72,33.914,37.673,35.11,6.24,21.05,21.04,14:41:16,2016SC018_125,17.23,36.82999058,4.054291593,45,28.394,4.276666119,0.110081255,four,three,6/24/2016,16-Jun,24-Jun-16,81.11406815
716,885,1008,7/9/2016,2016,7/8/2016,16-25,2016SC025,SC,18.39,PM,2,86,38.087,34.783,32.402,6.31,21.03,21.03,14:32:29,2016SC025_140,16.39,38.09891322,3.850320008,45,27.727,4.454347296,0.101061151,four,two,7/9/2016,16-Jul,9-Jul-16,81.11221002
235,361,1106,6/6/2016,2016,6/5/2016,16-8,2016SC08,SC,7.3,AM,1,82,15.796,33.678,25.794,6.22,20.59,20.58,14:36:25,2016SC08_107,5.3,15.40033051,2.502684265,20.317,11.151,4.406719247,0.162508478,one,two,6/6/2016,16-Jun,6-Jun-16,81.0767847
365,504,805,6/16/2016,2016,6/15/2016,16-5,2016SC005,SC,8.52,AM,1,47,29.065,29.065,33.96613,6.22,21.03,21.02,14:41:13,2016SC005_117,6.52,20.30182686,4.325267858,30.925,7.569,3.850147602,0.213048209,two,three,6/16/2016,16-Jun,16-Jun-16,81.01891847
597,764,1095,6/20/2016,2016,6/19/2016,16-7,2016SC07,SC,19.51,PM,2,66,31.382,35.743,33.052,6.23,21.04,21.03,14:41:40,2016SC07_121,17.51,31.94746379,3.065323426,40.862,23.256,4.189654742,0.095948882,four,two,6/20/2016,16-Jun,20-Jun-16,80.97203881
229,354,1107,6/7/2016,2016,6/6/2016,16-8,2016SC08,SC,6.32,AM,1,96,16.701,33.887,26.863,6.22,20.59,20.58,14:37:07,2016SC08_108,4.32,15.29154802,2.446375214,19.103,11.151,4.564348191,0.159982182,one,two,6/7/2016,16-Jun,7-Jun-16,80.94003826
230,355,1108,6/8/2016,2016,6/7/2016,16-8,2016SC08,SC,6.36,AM,1,88,18.319,34.757,27.02,6.22,21,20.59,14:37:47,2016SC08_109,4.36,15.25816949,2.453206241,19.103,11.151,4.477336814,0.160779853,one,two,6/8/2016,16-Jun,8-Jun-16,80.84142977
318,456,811,6/1/2016,2016,5/31/2016,16-1,2016SC01,SC,7.52,AM,1,102,16.201,34.176,27.647,6.24,20.56,20.55,14:32:09,2016SC01_102,5.52,16.93646946,3.649671338,23.593,8.444,4.624972813,0.215491862,one,two,6/1/2016,16-Jun,1-Jun-16,80.7559733
231,357,1102,6/3/2016,2016,6/2/2016,16-8,2016SC08,SC,7.06,AM,1,106,13.57,32.098,26.702,6.23,20.57,20.56,14:34:00,2016SC08_104,5.06,15.17062994,2.461201492,19.103,11.151,4.663439094,0.162234627,one,two,6/3/2016,16-Jun,3-Jun-16,80.60612572
598,765,1096,6/21/2016,2016,6/20/2016,16-7,2016SC07,SC,19.55,PM,2,62,31.97,35.075,33.185,6.23,21.04,21.04,14:41:39,2016SC07_122,17.55,31.76288136,3.067781619,40.775,23.16,4.127134385,0.096583858,four,two,6/21/2016,16-Jun,21-Jun-16,80.50972307
738,907,939,6/22/2016,2016,6/21/2016,16-18,2016SC018,SC,19.27,PM,2,86,36.742,39.121,36.552,6.23,21.05,21.04,14:41:34,2016SC018_123,17.27,36.50809605,3.994706927,45,28.221,4.454347296,0.109419755,four,two,6/22/2016,16-Jun,22-Jun-16,80.45791487
829,1004,791,6/7/2016,2016,6/6/2016,16-5,2016SC005,SC,19.08,PM,2,104,34.704,34.889,29.527,6.22,20.59,20.58,14:37:07,2016SC005_108,17.08,38.32248649,6.735277999,45,20.222,4.644390899,0.175752635,four,four,6/7/2016,16-Jun,7-Jun-16,80.35247127
310,448,882,6/10/2016,2016,6/9/2016,16-13,2016SC013,SC,7.34,AM,1,98,20.031,36.633,27.607,6.22,21.01,21,14:38:57,2016SC013_111,5.34,17.19107533,3.427452436,22.011,9.361,4.584967479,0.199373941,one,two,6/10/2016,16-Jun,10-Jun-16,80.22248736
270,400,1057,7/26/2016,2016,7/25/2016,16-50,2016SC050,SC,9.44,AM,1,48,28.617,37.7,36.063,6.43,20.53,20.54,14:10:25,2016SC050_157,7.44,26.6589869,2.915345282,34.889,18.937,3.871201011,0.109356942,three,two,7/26/2016,16-Jul,26-Jul-16,80.14590713
600,767,1081,6/13/2016,2016,6/12/2016,16-7,2016SC07,SC,19.59,PM,2,40,25.695,32.742,29.687,6.22,21.02,21.01,14:40:19,2016SC07_114,17.59,31.57393374,3.069555167,40.458,23.016,3.688879454,0.097218015,four,two,6/13/2016,16-Jun,13-Jun-16,80.03821937
713,882,984,6/26/2016,2016,6/25/2016,16-25,2016SC025,SC,18.49,PM,2,90,35.022,34.863,32.972,6.24,21.05,21.05,14:40:46,2016SC025_127,16.49,37.63857818,3.847394843,45,27.727,4.49980967,0.102219452,four,two,6/26/2016,16-Jun,26-Jun-16,79.98050717
830,1005,785,6/2/2016,2016,6/1/2016,16-5,2016SC005,SC,19.1,PM,2,104,29.59,33.809,30.443,6.23,20.56,20.56,14:33:06,2016SC005_103,17.1,38.1699772,6.739746573,45,20.222,4.644390899,0.176571931,four,four,6/2/2016,16-Jun,2-Jun-16,79.9647602
309,447,885,6/12/2016,2016,6/11/2016,16-13,2016SC013,SC,7.18,AM,1,76,19.508,34.889,29.245,6.22,21.02,21.01,14:39:54,2016SC013_113,5.18,16.99677778,3.426893573,21.509,9.361,4.33073334,0.20162019,one,two,6/12/2016,16-Jun,12-Jun-16,79.74323192
718,887,1002,7/6/2016,2016,7/5/2016,16-25,2016SC025,SC,18.51,PM,2,84,36.987,34.624,32.477,6.29,21.04,21.03,14:35:07,2016SC025_137,16.51,37.54513165,3.851521001,45,27.579,4.430816799,0.102583766,four,two,7/6/2016,16-Jul,6-Jul-16,79.73968441
305,441,880,6/8/2016,2016,6/7/2016,16-13,2016SC013,SC,6.32,AM,1,70,17.701,35.555,26.323,6.22,21,20.59,14:37:47,2016SC013_109,4.32,16.91199623,3.346600972,21.413,9.361,4.248495242,0.197883261,one,two,6/8/2016,16-Jun,8-Jun-16,79.72220393
306,444,879,6/7/2016,2016,6/6/2016,16-13,2016SC013,SC,6.44,AM,1,84,16.558,34.492,27.603,6.22,20.59,20.58,14:37:07,2016SC013_108,4.44,16.89448399,3.392742496,21.413,9.361,4.430816799,0.20081954,one,two,6/7/2016,16-Jun,7-Jun-16,79.57046866
307,445,884,6/11/2016,2016,6/10/2016,16-13,2016SC013,SC,6.44,AM,1,86,19.793,36.039,29.951,6.22,21.01,21,14:39:27,2016SC013_112,4.44,16.89448399,3.392742496,21.413,9.361,4.454347296,0.20081954,one,two,6/11/2016,16-Jun,11-Jun-16,79.57046866
831,1006,801,6/14/2016,2016,6/13/2016,16-5,2016SC005,SC,19.12,PM,2,60,33.966,34.413,30.748,6.22,21.02,21.02,14:40:40,2016SC005_115,17.12,38.00881081,6.742247205,45,20.222,4.094344562,0.177386429,four,four,6/14/2016,16-Jun,14-Jun-16,79.56026114
361,500,803,6/15/2016,2016,6/14/2016,16-5,2016SC005,SC,8.4,AM,1,38,28.196,35.208,32.079,6.22,21.03,21.02,14:40:58,2016SC005_116,6.4,19.45529561,4.108808751,29.916,6.687,3.63758616,0.211192306,one,three,6/15/2016,16-Jun,15-Jun-16,79.43376342
722,891,987,6/27/2016,2016,6/26/2016,16-25,2016SC025,SC,18.55,PM,2,94,36.362,35.609,33.399,6.25,21.05,21.04,14:40:25,2016SC025_128,16.55,37.35541833,3.866250607,45,26.549,4.543294782,0.103499058,four,two,6/27/2016,16-Jun,27-Jun-16,79.23584334
322,460,814,6/4/2016,2016,6/3/2016,16-1,2016SC01,SC,7.18,AM,1,24,17.153,30.293,25.9,6.23,20.58,20.57,14:34:51,2016SC01_105,5.18,16.2710678,3.7484474,22.226,7.192,3.17805383,0.23037501,one,two,6/4/2016,16-Jun,4-Jun-16,78.87809336
327,465,819,6/9/2016,2016,6/8/2016,16-1,2016SC01,SC,5.54,AM,1,236,20.889,35.049,27.395,6.22,21,20.59,14:38:23,2016SC01_110,3.54,16.3219801,3.823367865,22.633,7.192,5.463831805,0.234246571,one,two,6/9/2016,16-Jun,9-Jun-16,78.82797354
827,1002,781,5/31/2016,2016,5/30/2016,16-5,2016SC005,SC,19.17,PM,2,56,24.291,29.439,24.892,6.24,20.55,20.54,14:31:09,2016SC005_101,17.17,37.61020234,6.713604187,45,20.222,4.025351691,0.178504868,four,four,5/31/2016,16-May,31-May-16,78.64166115
335,473,815,6/6/2016,2016,6/5/2016,16-1,2016SC01,SC,6.18,AM,1,54,12.364,32.433,22.431,6.22,20.59,20.58,14:36:25,2016SC01_107,4.18,16.22120192,3.846744379,22.202,7.192,3.988984047,0.237142993,one,two,6/6/2016,16-Jun,6-Jun-16,78.52378339
334,472,807,5/28/2016,2016,5/27/2016,16-1,2016SC01,SC,6.2,AM,1,42,9.78,31.484,21.574,6.25,20.53,20.52,14:27:54,2016SC01_98,4.2,16.21308696,3.846573574,22.178,7.192,3.737669618,0.237251153,one,two,5/28/2016,16-May,28-May-16,78.50411349
726,895,992,6/30/2016,2016,6/29/2016,16-25,2016SC025,SC,19.01,PM,2,62,30.672,32.691,30.425,6.26,21.05,21.04,14:39:07,2016SC025_131,17.01,37.0639112,3.871526325,45,25.744,4.127134385,0.104455418,four,two,6/30/2016,16-Jun,30-Jun-16,78.50244338
332,470,818,6/8/2016,2016,6/7/2016,16-1,2016SC01,SC,6.24,AM,1,132,18.176,33.574,26.171,6.22,21,20.59,14:37:47,2016SC01_109,4.24,16.19675608,3.845804218,22.082,7.192,4.882801923,0.237442868,one,two,6/8/2016,16-Jun,8-Jun-16,78.46552906
333,471,806,5/27/2016,2016,5/26/2016,16-1,2016SC01,SC,6.26,AM,1,88,11.734,30.621,19.921,6.26,20.52,20.52,14:26:44,2016SC01_97,4.26,16.18878261,3.84580475,22.058,7.192,4.477336814,0.237559849,one,two,5/27/2016,16-May,27-May-16,78.44580652
326,464,817,6/7/2016,2016,6/6/2016,16-1,2016SC01,SC,7,AM,1,80,17.605,36.2,28.673,6.22,20.59,20.58,14:37:07,2016SC01_108,5,16.14941783,3.81783167,21.867,7.192,4.382026635,0.236406768,one,two,6/7/2016,16-Jun,7-Jun-16,78.41417287
331,469,809,5/30/2016,2016,5/29/2016,16-1,2016SC01,SC,6.3,AM,1,60,9.854,29.315,19.309,6.24,20.55,20.54,14:30:07,2016SC01_100,4.3,16.17528224,3.845276859,22.058,7.192,4.094344562,0.237725488,one,two,5/30/2016,16-May,30-May-16,78.4136556
328,466,808,5/29/2016,2016,5/28/2016,16-1,2016SC01,SC,6.4,AM,1,160,15.342,31.561,21.522,6.25,20.54,20.52,14:29:02,2016SC01_99,4.4,16.15242078,3.837813655,21.963,7.192,5.075173815,0.237599906,one,two,5/29/2016,16-May,29-May-16,78.37464755
329,467,821,6/10/2016,2016,6/9/2016,16-1,2016SC01,SC,6.48,AM,1,38,19.722,35.049,33.544,6.22,21.01,21,14:38:57,2016SC01_111,4.48,16.13808548,3.838614332,21.915,7.192,3.63758616,0.237860577,one,two,6/10/2016,16-Jun,10-Jun-16,78.33730974
798,972,813,6/2/2016,2016,6/1/2016,16-1,2016SC01,SC,18.3,PM,2,82,26.451,36.633,26.634,6.23,20.56,20.56,14:33:06,2016SC01_103,16.3,33.63444878,5.423759474,44.565,19.199,4.406719247,0.161256083,four,three,6/2/2016,16-Jun,2-Jun-16,78.31231458
799,973,827,6/15/2016,2016,6/14/2016,16-1,2016SC01,SC,18.3,PM,2,90,32.82,37.949,34.329,6.22,21.03,21.02,14:40:58,2016SC01_116,16.3,33.63444878,5.423759474,44.565,19.199,4.49980967,0.161256083,four,three,6/15/2016,16-Jun,15-Jun-16,78.31231458
584,751,947,5/29/2016,2016,5/28/2016,16-2,2016SC02,SC,19.41,PM,2,46,20.031,35.877,28.412,6.25,20.54,20.52,14:29:02,2016SC02_99,17.41,24.95583051,2.927536172,30.268,20.055,3.828641396,0.117308706,two,two,5/29/2016,16-May,29-May-16,77.9668153
672,841,1043,7/19/2016,2016,7/18/2016,16-50,2016SC050,SC,18.44,PM,2,84,43.404,37.535,35.532,6.37,20.58,20.59,14:20:50,2016SC050_150,16.44,42.262142,3.631384448,45,30.545,4.430816799,0.085925234,five,two,7/19/2016,16-Jul,19-Jul-16,77.48050154
678,847,1033,7/14/2016,2016,7/13/2016,16-50,2016SC050,SC,18.5,PM,2,68,38.365,36.742,33.928,6.34,21.01,21.01,14:27:10,2016SC050_145,16.5,42.2079686,3.665903177,45,30.545,4.219507705,0.086853343,five,two,7/14/2016,16-Jul,14-Jul-16,77.26540055
721,890,990,6/29/2016,2016,6/28/2016,16-25,2016SC025,SC,19.11,PM,2,84,30.621,32.201,29.033,6.25,21.05,21.05,14:39:36,2016SC025_130,17.11,36.52326354,3.864389962,45,21.509,4.430816799,0.105806261,four,two,6/29/2016,16-Jun,29-Jun-16,77.18199343
