Index,ID_day,AMPM_ID_day,Start.Time,Date,Year,Prev_date,nest_number,ID,Species,AMPM,Duration_min,Start.Air.Temp,Start.Egg.Temp,Mean.Egg.Temp_offbout,Sunrise,Sunset,prev.sunset,Day.Length,two_before_start,Air.Mean.24hr,Air.SD.24hr,Air.Max.24hr,Air.Min.24hr,Air.Mean.Morn,Air.SD.Morn,Air.Max.Morn,Air.Min.Morn,Air.Mean.Aft,Air.SD.Aft,Air.Max.Aft,Air.Min.Aft,Air.Mean.PrevDay,Air.SD.PrevDay,Air.Max.PrevDay,Air.Min.PrevDay,Air.Mean.PrevAft,Air.SD.PrevAft,Air.Max.PrevAft,Air.Min.PrevAft,Air.Mean.PrevNight,Air.SD.PrevNight,Air.Max.PrevNight,Air.Min.PrevNight,nest.Mean.2hr,nest.SD.2hr,nest.Max.2hr,nest.Min.2hr,nest.Mean.24hr,nest.SD.24hr,nest.Max.24hr,nest.Min.24hr,nest.Mean.Morn,nest.SD.Morn,nest.Max.Morn,nest.Min.Morn,nest.Mean.Aft,nest.SD.Aft,nest.Max.Aft,nest.Min.Aft,nest.Mean.PrevDay,nest.SD.PrevDay,nest.Max.PrevDay,nest.Min.PrevDay,nest.Mean.PrevAft,nest.SD.PrevAft,nest.Max.PrevAft,nest.Min.PrevAft,nest.Mean.PrevNight,nest.SD.PrevNight,nest.Max.PrevNight,nest.Min.PrevNight,log_Duration,CV.24hr,CV.Morn,CV.Aft,CV.PrevDay,CV.PrevAft,CV.PrevNight,X24hr_thirds,Date_2,Month_Year,Date_Written,predictedtime
1,2015BW011_16,PM_2015BW011_16,14.44,6/9/2015,2015,6/8/2015,15-11,2015BW011,BW,PM,248,45,37.206,34.711,6.22,20.59,20.59,14:37:17,0.44,30.53111806,10.79907895,45,16.654,34.9455,10.03399471,45,17.034,38.79600372,6.152116962,45,26.671,29.63775079,8.314552967,44.503,17.701,33.74242291,6.040862418,44.503,22.202,18.12033452,1.101172172,22.13,16.654,35.69311574,3.6574464,37.728,19.984,36.55476111,1.340796524,38.06,31.459,36.82154762,0.261638087,37.178,36.173,35.89435316,1.982323382,38.06,31.459,36.06663407,1.795365889,37.728,29.439,35.98694714,2.089773898,37.728,29.439,36.64173665,0.442906337,37.37,34.995,5.513428746,0.353707287,0.28713267,0.158576048,0.28053927,0.179028709,0.060769969,Middle,6/9/2015,15-Jun,9-Jun-15,15.41727782
3,2015BW011_18,PM_2015BW011_18,14.04,6/11/2015,2015,6/10/2015,15-11,2015BW011,BW,PM,416,45,37.755,36.054,6.22,21.01,21,14:39:04,0.04,30.48390278,9.665723818,45,19.175,34.93554167,9.109445209,45,20.246,36.96852963,7.467160546,45,22.872,31.88657639,9.093076319,45,19.984,38.14064312,6.005539047,45,27.751,23.29616071,2.990989806,27.554,19.175,35.70606874,3.777832291,37.755,19.698,36.70261944,1.430891542,38.588,30.874,36.98394048,0.262459662,37.618,36.308,36.20928519,2.191160531,38.588,30.874,36.69367083,1.366032114,37.976,31.714,36.05388476,2.031243443,37.976,31.714,37.16521786,0.488254523,37.673,35.797,6.03068526,0.317076323,0.260750078,0.20198695,0.285169414,0.157457729,0.128389817,Middle,6/11/2015,15-Jun,11-Jun-15,15.29239637
4,2015BW011_19,PM_2015BW011_19,16,6/20/2016,2016,6/19/2016,16-10,2016SC010,SC,PM,172,25.258,36.552,31.855,6.22,21.01,21.01,14:39:34,2,20.51393194,2.775116326,28.048,16.415,21.29682738,3.087596294,28.048,16.725,22.4037037,1.913805571,25.866,19.77,30.48390278,9.665723818,45,19.175,36.96852963,7.467160546,45,22.872,18.87114286,1.962445344,23.497,16.415,35.70057627,3.472723589,37.838,20.817,34.65621528,2.875239886,37.124,23.785,33.18444048,4.047442605,36.362,23.785,34.96908148,3.082307132,37.124,25.453,36.70261944,1.430891542,38.588,30.874,36.20928519,2.191160531,38.588,30.874,35.488875,1.11575226,37.425,33.94,5.147494477,0.135279591,0.144979167,0.085423624,0.317076323,0.20198695,0.103991865,Cool,6/20/2016,16-Jun,20-Jun-16,17.24484309
5,2015BW011_19,AM_2015BW011_19,7.08,6/20/2016,2016,6/19/2016,16-10,2016SC010,SC,AM,172,25.258,36.552,31.855,6.22,21.01,21.01,14:39:34,2,20.51393194,2.775116326,28.048,16.415,21.29682738,3.087596294,28.048,16.725,22.4037037,1.913805571,25.866,19.77,30.48390278,9.665723818,45,19.175,36.96852963,7.467160546,45,22.872,18.87114286,1.962445344,23.497,16.415,35.70057627,3.472723589,37.838,20.817,34.65621528,2.875239886,37.124,23.785,33.18444048,4.047442605,36.362,23.785,34.96908148,3.082307132,37.124,25.453,36.70261944,1.430891542,38.588,30.874,36.20928519,2.191160531,38.588,30.874,35.488875,1.11575226,37.425,33.94,5.147494477,0.135279591,0.144979167,0.085423624,0.317076323,0.20198695,0.103991865,Cool,6/20/2016,16-Jun,20-Jun-16,7.013147604
6,2015BW011_20,PM_2015BW011_20,15.5,6/13/2015,2015,6/12/2015,15-11,2015BW011,BW,PM,380,31.153,37.178,31.902,6.22,21.02,21.01,14:40:01,1.5,24.08014722,4.989799851,35.155,19.032,24.6750119,5.327853218,34.995,19.341,28.06512593,3.702014487,35.155,21.223,20.51393194,2.775116326,28.048,16.415,22.4037037,1.913805571,25.866,19.77,19.37450357,0.21872493,19.96,18.866,35.70269021,3.468679911,37.811,20.865,35.903325,2.081580982,37.398,27.161,36.61416071,0.272154375,37.261,35.85,34.8771963,3.124196782,37.398,27.161,34.65621528,2.875239886,37.124,23.785,34.96908148,3.082307132,37.124,25.453,36.29711071,0.263937333,36.905,35.395,5.940171253,0.207216335,0.215920999,0.131907995,0.135279591,0.085423624,0.011289318,Cool,6/13/2015,15-Jun,13-Jun-15,14.68397734
7,2015BW011_21,PM_2015BW011_21,13.5,6/14/2015,2015,6/13/2015,15-11,2015BW011,BW,PM,210,33.365,37.563,34.613,6.24,21.05,21.05,14:40:59,-0.5,22.12628056,4.153525768,36.173,17.415,20.1684012,0.793236698,21.604,18.675,26.17031985,4.232999123,36.173,19.008,24.08014722,4.989799851,35.155,19.032,28.014375,3.735340114,35.155,21.151,20.13837634,0.712402111,21.366,18.889,35.71646667,3.796048997,37.755,19.698,36.35413611,1.360960515,37.728,29.941,36.812,0.224846266,37.096,36.119,36.05069118,2.123732577,37.728,29.941,35.903325,2.081580982,37.398,27.161,34.89150735,3.117102502,37.398,27.161,36.57132616,0.302201439,36.933,35.797,5.347107531,0.187719113,0.039330668,0.161748085,0.207216335,0.13333655,0.03537535,Cool,6/14/2015,15-Jun,14-Jun-15,14.55449472
8,2015BW011_22,PM_2015BW011_22,15.23,6/24/2016,2016,6/23/2016,16-10,2016SC010,SC,PM,386,27.358,37.178,33.99,6.22,21.02,21.02,14:40:24,4.3,24.53477917,6.429048491,38.309,16.487,26.13591667,5.870349783,35.422,18.295,30.04344815,3.782800633,38.309,21.867,22.12628056,4.153525768,36.173,17.415,26.2231963,4.203550914,36.173,19.056,17.96419355,0.833085859,19.08,16.487,35.51180226,3.339708508,37.673,21.891,35.78314583,1.915604987,38.309,27.825,36.30820238,0.545532488,37.508,34.757,35.05192593,2.9021462,38.309,27.825,36.35413611,1.360960515,37.728,29.941,36.04787778,2.131359101,37.728,29.941,35.94197849,0.410217682,36.715,35.102,5.955837369,0.262038164,0.224608528,0.125911001,0.187719113,0.160298953,0.046374799,Cool,6/24/2016,16-Jun,24-Jun-16,17.76690926
9,2015BW011_23,PM_2015BW011_23,14.28,6/16/2015,2015,6/15/2015,15-11,2015BW011,BW,PM,394,44.38,37.728,34.432,6.22,21.03,21.02,14:40:45,0.28,26.275025,8.374663231,44.843,16.058,28.19552976,7.025194346,39.29,16.32,33.09217712,6.480191503,44.843,21.795,24.53477917,6.429048491,38.309,16.487,30.04344815,3.782800633,38.309,21.867,18.24317921,1.040327842,21.533,16.058,35.69586019,3.712851946,37.728,19.793,36.57058889,1.430511639,38.115,30.646,36.82568452,0.567740412,37.673,35.555,36.27508856,2.210714986,38.115,30.646,35.78314583,1.915604987,38.309,27.825,35.05192593,2.9021462,38.309,27.825,36.59158423,0.356140986,37.151,35.128,5.976350909,0.318730933,0.249159863,0.195822459,0.262038164,0.125911001,0.057025578,Cool,6/16/2015,15-Jun,16-Jun-15,15.02750367
10,2015BW011_24,PM_2015BW011_24,15.72,6/23/2015,2015,6/22/2015,15-11,2015BW011,BW,PM,412,42.714,37.673,35.004,6.22,21.03,21.03,14:41:02,-0.68,27.9942875,9.222253719,44.719,16.963,32.46345833,9.707931323,44.658,17.153,34.17182657,5.899402679,44.719,23.93,26.275025,8.374663231,44.843,16.058,33.09217712,6.480191503,44.843,21.795,18.78654839,1.033690339,21.652,16.963,35.71639976,3.822772266,37.755,19.698,36.37117361,1.712116995,38.254,29.464,37.31302976,0.215586748,38.004,36.824,35.71131734,2.57678153,38.254,29.464,36.57058889,1.430511639,38.115,30.646,36.27508856,2.210714986,38.115,30.646,36.67346953,0.463962227,37.343,35.716,6.021023349,0.329433415,0.29904181,0.172639372,0.318730933,0.195822459,0.055022898,Cool,6/23/2015,15-Jun,23-Jun-15,15.10128211
12,2015BW011_26,PM_2015BW011_26,14.48,6/19/2015,2015,6/18/2015,15-11,2015BW011,BW,PM,408,39.658,37.838,34.42,6.22,21.04,21.03,14:41:27,0.48,29.67099583,8.821717478,45,19.365,32.11478571,8.187675548,43.799,19.698,36.75651661,5.957823742,45,26.549,28.49273472,8.818137175,45,17.701,33.91267528,5.488419556,44.627,24.291,21.03201075,1.098506692,24.074,19.365,35.69346045,3.639858604,37.728,20.269,36.57938889,1.321649646,38.421,32.458,36.9870119,0.56358744,38.17,35.797,36.13619557,2.006409224,38.421,32.458,36.30297917,1.709959102,38.421,30.066,35.71113284,2.579034259,38.421,30.066,36.74365591,0.366927614,37.783,36.146,6.011267174,0.297317877,0.25495034,0.162088911,0.309487217,0.16183977,0.052230227,Middle,6/19/2015,15-Jun,19-Jun-15,15.27790834
13,2015BW011_27,PM_2015BW011_27,14.3,6/20/2015,2015,6/19/2015,15-11,2015BW011,BW,PM,310,45,37.48,36.645,6.22,21.04,21.04,14:41:34,0.3,31.29505972,9.565152258,45,19.603,35.37264881,8.936314905,45,20.484,38.33208487,6.201776637,45,27.136,29.67099583,8.821717478,45,19.365,36.75651661,5.957823742,45,26.549,21.29258633,1.522642062,26.353,19.603,35.6953787,3.706381583,37.728,19.793,37.15249583,0.906618627,39.149,33.469,37.29481548,0.445983508,38.032,35.958,37.19048708,1.372905,39.149,33.469,36.57938889,1.321649646,38.421,32.458,36.13619557,2.006409224,38.421,32.458,36.87189568,0.254802564,37.453,36.254,5.736572297,0.305644161,0.252633467,0.161790747,0.297317877,0.162088911,0.071510433,Warm,6/20/2015,15-Jun,20-Jun-15,15.38557567
14,2015BW011_28,PM_2015BW011_28,13.44,6/21/2015,2015,6/20/2015,15-11,2015BW011,BW,PM,330,45,37.783,36.029,6.22,21.04,21.04,14:41:39,-0.56,31.86593056,9.152631263,45,20.531,35.77035119,8.851088835,45,20.936,38.45780812,6.107100601,45,27.53,31.29505972,9.565152258,45,19.603,38.33208487,6.201776637,45,27.136,22.97856475,1.788596112,26.891,20.531,35.71733013,3.804079694,37.755,19.698,36.97222222,1.377618241,38.756,31.586,37.32247024,0.406912913,37.976,36.362,36.3501107,1.995439802,38.756,31.586,37.15249583,0.906618627,39.149,33.469,37.19048708,1.372905,39.149,33.469,37.18156835,0.373209498,37.728,36.579,5.799092654,0.287223097,0.247442045,0.158800017,0.305644161,0.161790747,0.07783759,Warm,6/21/2015,15-Jun,21-Jun-15,15.39416704
15,2015BW011_29,PM_2015BW011_29,15.36,6/22/2015,2015,6/21/2015,15-11,2015BW011,BW,PM,386,43.89,37.783,36.763,6.23,21.04,21.04,14:41:40,1.36,32.39385556,9.074103147,45,20.889,35.78831548,9.021545263,45,20.936,39.14872694,5.898297945,45,28.369,31.86593056,9.152631263,45,20.531,38.45780812,6.107100601,45,27.53,23.59437276,1.608497571,27.333,20.889,35.70471296,3.495553549,37.783,20.841,37.357425,0.901080577,38.98,33.235,37.20118452,0.232526597,37.618,36.444,37.23838376,1.376335769,38.98,33.235,36.97222222,1.377618241,38.756,31.586,36.3501107,1.995439802,38.756,31.586,37.60077061,0.44960742,38.282,36.525,5.955837369,0.280118034,0.252080746,0.150663851,0.287223097,0.158800017,0.068172932,Warm,6/22/2015,15-Jun,22-Jun-15,15.44138136
16,2015BW011_30,PM_2015BW011_30,13.2,6/29/2015,2015,6/28/2015,15-21,2015BW021,BW,PM,446,45,36.715,36.44,6.23,21.04,21.04,14:41:38,-0.8,31.63431944,9.173902643,45,20.198,34.45809524,9.686290226,45,20.293,38.49498524,6.120666912,45,27.284,32.39385556,9.074103147,45,20.889,39.14872694,5.898297945,45,28.369,23.58787814,2.055083628,28.196,20.198,35.71548611,3.847295745,37.755,19.698,36.86042917,0.999271718,38.812,33.053,36.75648214,0.611819579,37.673,35.395,36.53473432,1.341945714,38.812,33.053,37.357425,0.901080577,38.98,33.235,37.23838376,1.376335769,38.98,33.235,37.62973835,0.291558846,38.143,36.769,6.100318952,0.28999842,0.281103472,0.158999072,0.280118034,0.150663851,0.087124565,Warm,6/29/2015,15-Jun,29-Jun-15,15.00187849
17,2015BW011_31,PM_2015BW011_31,16.24,7/5/2015,2015,7/4/2015,15-31,2015SC031,SC,PM,378,39.686,38.17,36.102,6.23,21.05,21.04,14:41:33,2.24,31.64258056,8.882567699,45,19.222,34.54377381,8.110682856,45,19.603,38.49686029,6.126659396,45,27.456,31.63431944,9.173902643,45,20.198,38.49498524,6.120666912,45,27.284,23.07573477,1.920745683,27.087,19.222,35.68745669,3.458700538,37.838,20.817,35.88224722,1.645984237,38.337,28.32,34.5450119,2.283845987,36.362,28.32,36.593875,1.409558817,38.337,32.304,36.86042917,0.999271718,38.812,33.053,36.53473432,1.341945714,38.812,33.053,36.10127599,0.775830875,37.618,34.572,5.934894196,0.280715654,0.234794348,0.159146989,0.28999842,0.158999072,0.083236599,Warm,7/5/2015,15-Jul,5-Jul-15,16.15459056
18,2015BW011_31,AM_2015BW011_31,6.12,7/5/2015,2015,7/4/2015,15-31,2015SC031,SC,AM,378,39.686,38.17,36.102,6.23,21.05,21.04,14:41:33,2.24,31.64258056,8.882567699,45,19.222,34.54377381,8.110682856,45,19.603,38.49686029,6.126659396,45,27.456,31.63431944,9.173902643,45,20.198,38.49498524,6.120666912,45,27.284,23.07573477,1.920745683,27.087,19.222,35.68745669,3.458700538,37.838,20.817,35.88224722,1.645984237,38.337,28.32,34.5450119,2.283845987,36.362,28.32,36.593875,1.409558817,38.337,32.304,36.86042917,0.999271718,38.812,33.053,36.53473432,1.341945714,38.812,33.053,36.10127599,0.775830875,37.618,34.572,5.934894196,0.280715654,0.234794348,0.159146989,0.28999842,0.158999072,0.083236599,Warm,7/5/2015,15-Jul,5-Jul-15,6.397941296
20,2015BW011_33,AM_2015BW011_33,2.14,6/26/2015,2015,6/25/2015,15-11,2015BW011,BW,AM,454,20.936,21.294,21.952,6.24,21.05,21.05,14:41:13,0.14,22.35401727,3.090582773,34.229,18.295,24.26142515,3.216976341,29.565,19.651,22.80442647,3.067073631,34.229,20.341,32.41950139,9.370364119,45,19.46,39.54328309,5.823599992,45,27.974,21.75862007,3.162959158,28.667,18.295,35.70146328,3.753190354,37.728,19.698,23.3488383,2.504566925,33.992,19.698,24.36437126,2.157723961,29.69,21.724,24.05841176,2.755479266,33.992,21.676,34.62199722,3.790487748,39.829,20.531,36.09328676,3.327789071,39.829,28.717,23.05782437,2.966478589,28.642,19.698,6.118097198,0.138256258,0.132596347,0.134494662,0.289034801,0.147271535,0.145365797,Cool,6/26/2015,15-Jun,26-Jun-15,6.4708498
23,2015BW013_22,PM_2015BW013_22,17.01,6/27/2015,2015,6/26/2015,15-23,2015SC023,SC,PM,76,41.795,26.695,27.973,6.22,21.02,21.02,14:40:24,3.01,26.69074722,8.271464973,45,17.819,25.32992308,4.842964787,34.413,19.175,34.94534317,6.58528327,45,23.064,24.13053056,6.07329723,43.073,18.557,29.6378524,6.877637655,43.073,21.294,19.16524286,0.774678334,21.175,17.819,32.04691525,1.162160111,33.652,27.949,30.36612639,2.21129564,32.949,23.04,29.75768047,2.762213367,32.51,23.04,30.20319926,2.411147459,32.433,24.871,31.81230694,2.505975542,34.229,22.106,32.25923985,1.503091882,34.229,26.744,31.27570714,1.113892864,32.949,29.765,4.33073334,0.30990009,0.1911954,0.188445231,0.251685193,0.232055871,0.040421003,Cool,6/27/2015,15-Jun,27-Jun-15,17.04010773
24,2015BW013_22,AM_2015BW013_22,5.57,6/27/2015,2015,6/26/2015,15-23,2015SC023,SC,AM,76,41.795,26.695,27.973,6.22,21.02,21.02,14:40:24,3.01,26.69074722,8.271464973,45,17.819,25.32992308,4.842964787,34.413,19.175,34.94534317,6.58528327,45,23.064,24.13053056,6.07329723,43.073,18.557,29.6378524,6.877637655,43.073,21.294,19.16524286,0.774678334,21.175,17.819,32.04691525,1.162160111,33.652,27.949,30.36612639,2.21129564,32.949,23.04,29.75768047,2.762213367,32.51,23.04,30.20319926,2.411147459,32.433,24.871,31.81230694,2.505975542,34.229,22.106,32.25923985,1.503091882,34.229,26.744,31.27570714,1.113892864,32.949,29.765,4.33073334,0.30990009,0.1911954,0.188445231,0.251685193,0.232055871,0.040421003,Cool,6/27/2015,15-Jun,27-Jun-15,6.989671231
25,2015BW013_23,AM_2015BW013_23,7.08,6/16/2015,2015,6/15/2015,15-13,2015BW013,BW,AM,348,45,32.691,29.049,6.22,21.03,21.02,14:40:45,1.49,27.37696667,9.328110175,45,17.867,25.56078698,5.818550351,36.96,18.057,36.73054613,7.325490946,45,22.609,26.69074722,8.271464973,45,17.819,34.94534317,6.58528327,45,23.064,19.38139286,1.164829289,22.968,17.867,31.80651156,1.380336468,33.469,27.899,31.23585278,1.821758272,33.417,24.702,30.4706213,2.004536073,32.021,24.702,31.15386347,1.962011806,33.183,26.304,30.36612639,2.21129564,32.949,23.04,30.20319926,2.411147459,32.433,24.871,30.60413214,1.156857008,32.433,28.742,5.85220248,0.340728405,0.227635806,0.199438661,0.30990009,0.188445231,0.060100391,Cool,6/16/2015,15-Jun,16-Jun-15,6.89636501
26,2015BW013_23,PM_2015BW013_23,15.49,6/16/2015,2015,6/15/2015,15-13,2015BW013,BW,PM,348,45,32.691,29.049,6.22,21.03,21.02,14:40:45,1.49,27.37696667,9.328110175,45,17.867,25.56078698,5.818550351,36.96,18.057,36.73054613,7.325490946,45,22.609,26.69074722,8.271464973,45,17.819,34.94534317,6.58528327,45,23.064,19.38139286,1.164829289,22.968,17.867,31.80651156,1.380336468,33.469,27.899,31.23585278,1.821758272,33.417,24.702,30.4706213,2.004536073,32.021,24.702,31.15386347,1.962011806,33.183,26.304,30.36612639,2.21129564,32.949,23.04,30.20319926,2.411147459,32.433,24.871,30.60413214,1.156857008,32.433,28.742,5.85220248,0.340728405,0.227635806,0.199438661,0.30990009,0.188445231,0.060100391,Cool,6/16/2015,15-Jun,16-Jun-15,15.4251075
27,2015BW013_24,PM_2015BW013_24,15.01,6/17/2015,2015,6/16/2015,15-13,2015BW013,BW,PM,224,43.254,32.665,29.968,6.22,21.03,21.03,14:41:02,1.01,28.02408611,9.141040781,45,17.938,26.2749645,5.820223584,37.151,17.938,37.34030258,6.576748427,45,24.243,27.37696667,9.328110175,45,17.867,36.73054613,7.325490946,45,22.609,19.52265591,1.097494191,22.561,18.176,31.73064697,1.50842109,33.574,27.85,31.77513472,1.430774208,33.574,25.817,31.45259172,1.809299287,32.975,25.817,31.39781919,1.525405168,32.898,27.456,31.23585278,1.821758272,33.417,24.702,31.15386347,1.962011806,33.183,26.304,32.83358423,0.63413376,33.574,31.637,5.411646052,0.326185152,0.221512139,0.176130025,0.340728405,0.199438661,0.056216439,Cool,6/17/2015,15-Jun,17-Jun-15,15.46677555
28,2015BW013_24,AM_2015BW013_24,8.45,6/17/2015,2015,6/16/2015,15-13,2015BW013,BW,AM,224,43.254,32.665,29.968,6.22,21.03,21.03,14:41:02,1.01,28.02408611,9.141040781,45,17.938,26.2749645,5.820223584,37.151,17.938,37.34030258,6.576748427,45,24.243,27.37696667,9.328110175,45,17.867,36.73054613,7.325490946,45,22.609,19.52265591,1.097494191,22.561,18.176,31.73064697,1.50842109,33.574,27.85,31.77513472,1.430774208,33.574,25.817,31.45259172,1.809299287,32.975,25.817,31.39781919,1.525405168,32.898,27.456,31.23585278,1.821758272,33.417,24.702,31.15386347,1.962011806,33.183,26.304,32.83358423,0.63413376,33.574,31.637,5.411646052,0.326185152,0.221512139,0.176130025,0.340728405,0.199438661,0.056216439,Cool,6/17/2015,15-Jun,17-Jun-15,6.737723681
29,2015BW013_25,AM_2015BW013_25,7.23,6/18/2015,2015,6/17/2015,15-13,2015BW013,BW,AM,238,45,31.996,30.4,6.22,21.03,21.03,14:41:16,1.51,28.74426806,9.090956561,45,18.842,27.17342604,6.586363361,40.114,18.842,37.63153875,6.984838944,45,25.137,28.02408611,9.141040781,45,17.938,37.34030258,6.576748427,45,24.243,20.89833692,1.371381528,24.195,18.985,31.81104697,1.376286609,33.469,27.899,31.80003472,1.514693065,33.966,25.744,30.60070414,1.916425637,32.613,25.744,32.0485941,1.570694219,33.966,27.998,31.77513472,1.430774208,33.574,25.817,31.39781919,1.525405168,32.898,27.456,31.9429319,0.273376251,32.407,31.433,5.472270674,0.31627024,0.242382516,0.185611303,0.326185152,0.176130025,0.065621563,Middle,6/18/2015,15-Jun,18-Jun-15,6.765809681
30,2015BW013_25,PM_2015BW013_25,15.51,6/18/2015,2015,6/17/2015,15-13,2015BW013,BW,PM,238,45,31.996,30.4,6.22,21.03,21.03,14:41:16,1.51,28.74426806,9.090956561,45,18.842,27.17342604,6.586363361,40.114,18.842,37.63153875,6.984838944,45,25.137,28.02408611,9.141040781,45,17.938,37.34030258,6.576748427,45,24.243,20.89833692,1.371381528,24.195,18.985,31.81104697,1.376286609,33.469,27.899,31.80003472,1.514693065,33.966,25.744,30.60070414,1.916425637,32.613,25.744,32.0485941,1.570694219,33.966,27.998,31.77513472,1.430774208,33.574,25.817,31.39781919,1.525405168,32.898,27.456,31.9429319,0.273376251,32.407,31.433,5.472270674,0.31627024,0.242382516,0.185611303,0.326185152,0.176130025,0.065621563,Middle,6/18/2015,15-Jun,18-Jun-15,15.48667733
31,2015BW013_26,PM_2015BW013_26,14.43,6/19/2015,2015,6/18/2015,15-13,2015BW013,BW,PM,456,42.714,33.053,30.935,6.22,21.04,21.03,14:41:27,0.43,29.22365278,8.231981767,45,20.031,28.12420118,5.765779275,38.143,20.507,37.483375,5.707238615,45,24.895,28.74426806,9.090956561,45,18.842,37.63153875,6.984838944,45,25.137,21.88101792,1.129158235,24.944,20.031,31.70302773,1.541803867,33.574,27.85,31.57642222,1.538920013,33.757,24.677,30.76260947,2.061714286,32.536,24.677,31.77563235,1.625559091,33.757,27.924,31.80003472,1.514693065,33.966,25.744,32.0485941,1.570694219,33.966,27.998,31.94692115,0.700855542,33.209,30.596,6.12249281,0.281689008,0.205011308,0.152260532,0.31627024,0.185611303,0.051604466,Middle,6/19/2015,15-Jun,19-Jun-15,15.47655248
32,2015BW013_26,AM_2015BW013_26,7.41,6/19/2015,2015,6/18/2015,15-13,2015BW013,BW,AM,456,42.714,33.053,30.935,6.22,21.04,21.03,14:41:27,0.43,29.22365278,8.231981767,45,20.031,28.12420118,5.765779275,38.143,20.507,37.483375,5.707238615,45,24.895,28.74426806,9.090956561,45,18.842,37.63153875,6.984838944,45,25.137,21.88101792,1.129158235,24.944,20.031,31.70302773,1.541803867,33.574,27.85,31.57642222,1.538920013,33.757,24.677,30.76260947,2.061714286,32.536,24.677,31.77563235,1.625559091,33.757,27.924,31.80003472,1.514693065,33.966,25.744,32.0485941,1.570694219,33.966,27.998,31.94692115,0.700855542,33.209,30.596,6.12249281,0.281689008,0.205011308,0.152260532,0.31627024,0.185611303,0.051604466,Middle,6/19/2015,15-Jun,19-Jun-15,6.773329165
35,2015BW013_28,PM_2015BW013_28,15.35,6/21/2015,2015,6/20/2015,15-13,2015BW013,BW,PM,402,45,33.652,31.943,6.22,21.04,21.04,14:41:39,1.35,30.82143611,8.661542516,45,20.984,28.50946154,5.17728183,38.952,21.151,39.96861029,5.846259741,45,26.891,29.73977917,8.238201837,44.812,20.198,38.45677941,5.23759114,44.812,27.038,23.21906093,1.575593107,26.916,20.984,31.77612789,1.442115227,33.469,27.85,32.36341667,1.199338947,33.783,25.671,31.81550296,1.640328035,32.846,25.671,32.70100735,1.094892901,33.783,29.414,32.13419583,1.329647134,33.521,24.388,32.12544118,1.078469476,33.521,28.99,32.71221505,0.410072704,33.287,31.179,5.996452089,0.281023327,0.181598724,0.146271279,0.277009516,0.136194222,0.067857745,Warm,6/21/2015,15-Jun,21-Jun-15,15.64638241
36,2015BW013_28,AM_2015BW013_28,4.57,6/21/2015,2015,6/20/2015,15-13,2015BW013,BW,AM,402,45,33.652,31.943,6.22,21.04,21.04,14:41:39,1.35,30.82143611,8.661542516,45,20.984,28.50946154,5.17728183,38.952,21.151,39.96861029,5.846259741,45,26.891,29.73977917,8.238201837,44.812,20.198,38.45677941,5.23759114,44.812,27.038,23.21906093,1.575593107,26.916,20.984,31.77612789,1.442115227,33.469,27.85,32.36341667,1.199338947,33.783,25.671,31.81550296,1.640328035,32.846,25.671,32.70100735,1.094892901,33.783,29.414,32.13419583,1.329647134,33.521,24.388,32.12544118,1.078469476,33.521,28.99,32.71221505,0.410072704,33.287,31.179,5.996452089,0.281023327,0.181598724,0.146271279,0.277009516,0.136194222,0.067857745,Warm,6/21/2015,15-Jun,21-Jun-15,6.90135903
37,2015BW013_29,AM_2015BW013_29,6.37,6/22/2015,2015,6/21/2015,15-13,2015BW013,BW,AM,188,20.793,32.355,31.33,6.23,21.04,21.04,14:41:40,4.37,30.71549444,8.197328852,45,20.484,28.336375,5.138552705,37.949,20.698,39.40286765,5.406470705,45,27.136,30.82143611,8.661542516,45,20.984,39.96861029,5.846259741,45,26.891,23.6795233,1.572816424,26.793,20.484,32.19221572,1.044838584,33.94,28.468,32.57775556,1.120792678,34.229,25.939,32.01985119,1.55963246,33.495,25.939,32.96910294,0.935684995,34.229,29.665,32.36341667,1.199338947,33.783,25.671,32.70100735,1.094892901,33.783,29.414,32.15164158,0.912115444,33.417,30.369,5.236441963,0.266879274,0.181341216,0.137210082,0.281023327,0.146271279,0.06642095,Middle,6/22/2015,15-Jun,22-Jun-15,6.837800016
38,2015BW013_30,AM_2015BW013_30,6.07,6/23/2015,2015,6/22/2015,15-13,2015BW013,BW,AM,194,20.293,33.105,31.122,6.23,21.04,21.04,14:41:38,4.07,29.72074861,7.903475737,44.135,20.174,27.18864881,5.04957769,36.362,20.388,38.13728676,5.183574531,44.135,26.28,30.71549444,8.197328852,45,20.484,39.40286765,5.406470705,45,27.136,23.41585663,1.820994469,27.038,20.174,32.24409091,0.987389604,33.94,29.04,31.34392778,1.533970713,33.261,25.914,31.32106548,1.429170125,33.053,25.914,31.28166544,1.389314565,33.131,28.543,32.57775556,1.120792678,34.229,25.939,32.96910294,0.935684995,34.229,29.665,32.68727599,0.548205791,33.678,31.331,5.267858159,0.265924518,0.185723745,0.135918807,0.266879274,0.137210082,0.077767579,Middle,6/23/2015,15-Jun,23-Jun-15,6.90749557
