Index,ID_day,AMPM_ID_day,Start.Time,Date,Year,Prev_date,nest_number,ID,Species,AMPM,Duration_min,Start.Air.Temp,Start.Egg.Temp,Mean.Egg.Temp_offbout,Sunrise,Sunset,prev.sunset,Day.Length,two_before_start,Air.Mean.24hr,Air.SD.24hr,Air.Max.24hr,Air.Min.24hr,Air.Mean.Morn,Air.SD.Morn,Air.Max.Morn,Air.Min.Morn,Air.Mean.Aft,Air.SD.Aft,Air.Max.Aft,Air.Min.Aft,Air.Mean.PrevDay,Air.SD.PrevDay,Air.Max.PrevDay,Air.Min.PrevDay,Air.Mean.PrevAft,Air.SD.PrevAft,Air.Max.PrevAft,Air.Min.PrevAft,Air.Mean.PrevNight,Air.SD.PrevNight,Air.Max.PrevNight,Air.Min.PrevNight,nest.Mean.2hr,nest.SD.2hr,nest.Max.2hr,nest.Min.2hr,nest.Mean.24hr,nest.SD.24hr,nest.Max.24hr,nest.Min.24hr,nest.Mean.Morn,nest.SD.Morn,nest.Max.Morn,nest.Min.Morn,nest.Mean.Aft,nest.SD.Aft,nest.Max.Aft,nest.Min.Aft,nest.Mean.PrevDay,nest.SD.PrevDay,nest.Max.PrevDay,nest.Min.PrevDay,nest.Mean.PrevAft,nest.SD.PrevAft,nest.Max.PrevAft,nest.Min.PrevAft,nest.Mean.PrevNight,nest.SD.PrevNight,nest.Max.PrevNight,nest.Min.PrevNight,log_Duration,CV.24hr,CV.Morn,CV.Aft,CV.PrevDay,CV.PrevAft,CV.PrevNight,X24hr_thirds,Date_2,Month_Year,Date_Written,predictedtime
471,2016BW035_129,PM_2016BW035_129,17.16,6/28/2016,2016,6/27/2016,16-35,2016BW035,BW,PM,168,20.603,40.429,30.22,6.25,21.05,21.05,14:40:02,4.42,29.5527375,8.527686748,45,20.507,24.80476647,3.558452026,31.919,20.555,39.08125368,5.780600555,45,27.358,32.35792639,9.480204678,45,21.056,43.06878676,3.669964303,45,32.717,23.61519643,3.128542669,32.717,20.507,36.91306356,1.910981118,41.239,32.458,36.94627639,2.969653311,40.688,27.727,33.23609581,3.974135652,40.429,27.727,37.58796691,0.882103379,38.532,34.598,39.92350694,2.362238284,45,35.155,41.23600368,3.033735621,45,35.529,38.64212857,1.312433212,40.688,35.155,5.123963979,0.288558268,0.143458397,0.147912362,0.292979364,0.085211695,0.132480061,Middle,6/28/2016,16-Jun,28-Jun-16,16.64030138
472,2016BW035_130,AM_2016BW035_130,8.14,7/31/2016,2016,7/30/2016,16-61,2016BW061,BW,AM,168,34.281,37.59,33.821,6.25,21.05,21.05,14:39:36,15.5,26.68485139,6.244515834,39.601,18.176,22.25567066,2.355821667,29.24,19.175,33.7089375,3.855035055,39.601,26.036,29.5527375,8.527686748,45,20.507,39.08125368,5.780600555,45,27.358,22.701325,2.561559511,27.284,18.176,37.30984989,2.743480442,42.624,29.215,35.72507083,2.042285648,37.59,28.048,33.46292216,2.648720221,35.823,28.048,36.10514706,1.461813793,37.59,31.944,36.94627639,2.969653311,40.688,27.727,37.58796691,0.882103379,38.532,34.598,36.77813571,0.631629862,37.618,34.889,5.123963979,0.234009766,0.105852648,0.114362402,0.288558268,0.147912362,0.112837445,Cool,7/31/2016,16-Jul,31-Jul-16,7.910738642
473,2016BW035_130,PM_2016BW035_130,17.5,7/31/2016,2016,7/30/2016,16-61,2016BW061,BW,PM,168,34.281,37.59,33.821,6.25,21.05,21.05,14:39:36,15.5,26.68485139,6.244515834,39.601,18.176,22.25567066,2.355821667,29.24,19.175,33.7089375,3.855035055,39.601,26.036,29.5527375,8.527686748,45,20.507,39.08125368,5.780600555,45,27.358,22.701325,2.561559511,27.284,18.176,37.30984989,2.743480442,42.624,29.215,35.72507083,2.042285648,37.59,28.048,33.46292216,2.648720221,35.823,28.048,36.10514706,1.461813793,37.59,31.944,36.94627639,2.969653311,40.688,27.727,37.58796691,0.882103379,38.532,34.598,36.77813571,0.631629862,37.618,34.889,5.123963979,0.234009766,0.105852648,0.114362402,0.288558268,0.147912362,0.112837445,Cool,7/31/2016,16-Jul,31-Jul-16,17.14812922
474,2016BW035_131,PM_2016BW035_131,15.4,6/7/2016,2016,6/6/2016,16-12,2016BW012,BW,PM,118,40.372,37.811,35.648,6.26,21.05,21.04,14:39:07,13.4,27.53446528,6.752766384,40.516,19.722,22.69663253,2.622717811,29.991,19.722,35.17916544,4.234842433,40.516,27.087,26.68485139,6.244515834,39.601,18.176,33.73725092,3.833729353,39.601,26.061,22.88178929,1.787500991,26.061,20.103,38.39365085,2.335826144,45,33.887,36.62720556,0.745421576,37.976,34.255,36.01599398,0.246374524,36.633,35.689,36.83555147,0.92094781,37.976,34.255,35.72507083,2.042285648,37.59,28.048,36.10178967,1.463467338,37.59,31.944,36.72635357,0.468841782,37.343,35.797,4.770684624,0.245247776,0.115555372,0.120379275,0.234009766,0.113634906,0.078118934,Cool,6/7/2016,16-Jun,7-Jun-16,16.47275157
475,2016BW035_132,PM_2016BW035_132,15.54,7/1/2016,2016,6/30/2016,16-35,2016BW035,BW,PM,170,21.843,36.471,33.097,6.26,21.05,21.05,14:38:34,5.24,26.18733889,4.509710935,38.7,21.366,24.97380723,3.194546436,31.561,21.7,30.42497794,3.975509952,38.7,24.702,27.53446528,6.752766384,40.516,19.722,35.17916544,4.234842433,40.516,27.087,23.17628571,1.664286799,27.063,21.366,36.59132543,2.254002155,41.239,29.14,35.96529583,1.322159337,37.315,29.59,35.14204217,1.998382256,36.933,29.59,36.13608088,1.236973521,37.315,32.124,36.62720556,0.745421576,37.976,34.255,36.83555147,0.92094781,37.976,34.255,36.64414643,0.515845824,37.838,35.958,5.135798437,0.172209592,0.127915876,0.130665993,0.245247776,0.120379275,0.071809902,Cool,7/1/2016,16-Jul,1-Jul-16,16.04876998
476,2016BW035_132,AM_2016BW035_132,7.24,7/1/2016,2016,6/30/2016,16-35,2016BW035,BW,AM,170,21.843,36.471,33.097,6.26,21.05,21.05,14:38:34,5.24,26.18733889,4.509710935,38.7,21.366,24.97380723,3.194546436,31.561,21.7,30.42497794,3.975509952,38.7,24.702,27.53446528,6.752766384,40.516,19.722,35.17916544,4.234842433,40.516,27.087,23.17628571,1.664286799,27.063,21.366,36.59132543,2.254002155,41.239,29.14,35.96529583,1.322159337,37.315,29.59,35.14204217,1.998382256,36.933,29.59,36.13608088,1.236973521,37.315,32.124,36.62720556,0.745421576,37.976,34.255,36.83555147,0.92094781,37.976,34.255,36.64414643,0.515845824,37.838,35.958,5.135798437,0.172209592,0.127915876,0.130665993,0.245247776,0.120379275,0.071809902,Cool,7/1/2016,16-Jul,1-Jul-16,7.680929498
477,2016BW035_133,PM_2016BW035_133,16.2,7/7/2016,2016,7/6/2016,16-35,2016BW035,BW,PM,134,36.471,35.904,33.715,6.27,21.05,21.04,14:37:59,14.2,27.127,6.337458898,43.284,21.652,24.36136145,2.242678072,29.815,21.652,33.14192647,6.632263769,43.284,22.753,26.18733889,4.509710935,38.7,21.366,30.44609594,3.967551151,38.7,24.726,23.20498577,0.743597332,24.677,21.987,38.41614463,2.208746103,45,32.924,35.25057361,1.180808408,37.069,31.893,35.95945783,0.334409939,36.552,35.288,34.97406618,1.426919393,37.069,31.893,35.96529583,1.322159337,37.315,29.59,36.1351476,1.23916615,37.315,32.124,35.90118149,0.351229533,36.417,34.651,4.8978398,0.233621812,0.092058815,0.200117026,0.172209592,0.130313954,0.032044723,Cool,7/7/2016,16-Jul,7-Jul-16,16.23443417
478,2016BW035_134,AM_2016BW035_134,9.56,7/3/2016,2016,7/2/2016,16-35,2016BW035,BW,AM,54,24.267,31.944,29.199,6.27,21.05,21.04,14:37:20,7.56,27.19617083,5.879324122,39.743,20.913,24.14853012,2.378972023,29.89,21.628,33.68464706,4.174247584,39.743,25.963,27.127,6.337458898,43.284,21.652,33.17618819,6.620374856,43.284,22.753,22.26039502,0.750451962,23.857,20.913,34.85077175,2.948807655,40.114,27.727,33.49547083,2.97616935,40.833,27.801,32.09059639,1.590626501,33.495,27.801,32.78171324,2.785043005,39.971,28.493,35.25057361,1.180808408,37.069,31.893,34.97913653,1.427102467,37.069,31.893,33.13413879,0.428591162,33.678,32.458,3.988984047,0.216182056,0.098514154,0.123921369,0.233621812,0.199552005,0.033712428,Cool,7/3/2016,16-Jul,3-Jul-16,7.743282435
479,2016BW035_135,PM_2016BW035_135,16.28,7/7/2016,2016,7/6/2016,16-39,2016BW039,BW,PM,130,35.529,39.715,36.765,6.28,21.04,21.04,14:36:39,14.28,27.14799861,6.234155526,39.431,20.055,22.57774545,2.545561874,28.791,20.055,34.35331365,3.602269359,39.431,27.136,27.19617083,5.879324122,39.743,20.913,33.71314022,4.155386097,39.743,26.036,22.8174911,1.491624702,25.89,20.388,38.38961356,2.208343722,45,32.253,38.54486389,0.926077518,40.978,34.969,38.26526667,0.527145386,39.8,37.261,38.50704059,1.266854893,40.142,34.969,33.49547083,2.97616935,40.833,27.801,32.75560517,2.756646839,39.971,28.493,39.19929893,0.598591976,40.978,38.365,4.86753445,0.229635916,0.112746504,0.104859444,0.216182056,0.123257165,0.065371986,Cool,7/7/2016,16-Jul,7-Jul-16,16.01267914
480,2016BW035_136,PM_2016BW035_136,15.5,7/10/2016,2016,7/9/2016,16-39,2016BW039,BW,PM,198,44.288,38.7,36.123,6.28,21.04,21.04,14:35:54,13.5,29.55401111,8.057971569,44.688,20.865,23.5482,2.686355538,28.692,20.865,38.77876753,4.781579169,44.688,28.766,27.14799861,6.234155526,39.431,20.055,34.35331365,3.602269359,39.431,27.136,23.16679359,1.373968468,26.94,21.461,38.40972429,2.301664056,45,33.887,37.36171667,1.095561588,39.234,33.914,37.9758,0.500191344,39.149,37.151,37.10165683,1.391827641,38.756,33.914,38.54486389,0.926077518,40.978,34.969,38.50704059,1.266854893,40.142,34.969,37.87539502,0.523006273,39.63,36.987,5.288267031,0.272652383,0.114079018,0.123304052,0.229635916,0.104859444,0.059307666,Middle,7/10/2016,16-Jul,10-Jul-16,16.31509498
481,2016BW035_137,AM_2016BW035_137,8.54,7/6/2016,2016,7/5/2016,16-35,2016BW035,BW,AM,20,25.258,34.36,32.965,6.29,21.04,21.03,14:35:07,6.54,31.66012639,8.186944794,45,21.843,27.42023636,4.774035485,37.206,21.843,40.93274539,4.550938741,45,29.515,29.55401111,8.057971569,44.688,20.865,38.77876753,4.781579169,44.688,28.766,25.76020848,2.288281531,29.941,22.011,34.99691111,3.08260568,40.949,27.727,36.49515833,1.3329259,39.29,31.791,35.12041212,0.942674943,36.227,31.791,37.32354244,0.904226769,39.29,35.689,37.36171667,1.095561588,39.234,33.914,37.10165683,1.391827641,38.756,33.914,35.83412014,0.258881185,36.444,35.288,2.995732274,0.258588506,0.174106285,0.111180882,0.272652383,0.123304052,0.088830086,Warm,7/6/2016,16-Jul,6-Jul-16,7.484970169
482,2016BW035_138,PM_2016BW035_138,16.18,6/11/2016,2016,6/10/2016,16-15,2016BW015,BW,PM,160,45,39.375,37.212,6.29,21.04,21.04,14:34:17,14.18,32.58290139,8.275470544,45,22.058,27.7518,4.771844535,39.234,22.345,41.83779336,5.154708892,45,29.815,31.66012639,8.186944794,45,21.843,40.93274539,4.550938741,45,29.515,26.10137589,1.233677776,29.19,23.256,38.41983955,2.211381262,45,33.131,37.84588472,0.903161945,39.743,35.475,37.24267879,0.206147916,37.728,36.688,38.37396679,1.039795975,39.743,35.475,36.49515833,1.3329259,39.29,31.791,37.32354244,0.904226769,39.29,35.689,37.61428369,0.614737705,38.952,36.552,5.075173815,0.253982003,0.171947208,0.123206997,0.258588506,0.111180882,0.047264856,Warm,6/11/2016,16-Jun,11-Jun-16,17.0871103
483,2016BW035_139,PM_2016BW035_139,16.22,7/2/2016,2016,7/1/2016,16-35,2016BW035,BW,PM,214,42.564,38.952,36.246,6.3,21.03,21.03,14:33:24,14.22,30.43336389,7.875226543,45,20.15,26.53119512,3.898529981,34.229,21.246,39.11617712,5.351156356,45,27.899,32.58290139,8.275470544,45,22.058,41.83779336,5.154708892,45,29.815,24.9024947,2.646731404,29.715,20.15,38.41073111,2.211984656,45,32.742,37.11788472,1.607694166,39.658,30.343,36.41381707,2.418480127,38.032,30.343,37.14416236,1.459677992,38.952,33.079,37.84588472,0.903161945,39.743,35.475,38.37396679,1.039795975,39.743,35.475,37.74061131,0.987656416,39.658,35.102,5.365976015,0.258769506,0.146941363,0.136801619,0.253982003,0.123206997,0.106283785,Middle,7/2/2016,16-Jul,2-Jul-16,16.6426879
484,2016BW035_139,AM_2016BW035_139,8.16,7/2/2016,2016,7/1/2016,16-35,2016BW035,BW,AM,214,42.564,38.952,36.246,6.3,21.03,21.03,14:33:24,14.22,30.43336389,7.875226543,45,20.15,26.53119512,3.898529981,34.229,21.246,39.11617712,5.351156356,45,27.899,32.58290139,8.275470544,45,22.058,41.83779336,5.154708892,45,29.815,24.9024947,2.646731404,29.715,20.15,38.41073111,2.211984656,45,32.742,37.11788472,1.607694166,39.658,30.343,36.41381707,2.418480127,38.032,30.343,37.14416236,1.459677992,38.952,33.079,37.84588472,0.903161945,39.743,35.475,38.37396679,1.039795975,39.743,35.475,37.74061131,0.987656416,39.658,35.102,5.365976015,0.258769506,0.146941363,0.136801619,0.253982003,0.123206997,0.106283785,Middle,7/2/2016,16-Jul,2-Jul-16,7.452315569
485,2016BW035_140,AM_2016BW035_140,8.04,7/9/2016,2016,7/8/2016,16-35,2016BW035,BW,AM,54,22.393,35.797,32.824,6.31,21.03,21.03,14:32:29,6.04,31.42184583,9.281448531,45,20.126,27.1462378,5.76304762,39.177,20.126,41.77714022,4.872001355,45,29.865,30.43336389,7.875226543,45,20.15,39.11617712,5.351156356,45,27.899,23.54989085,2.252579446,27.825,20.15,35.99956169,2.757278691,41.239,27.949,36.6196,1.299861015,38.476,29.79,35.09140244,1.635574354,37.042,29.79,37.47661993,0.696188437,38.476,35.529,37.11788472,1.607694166,39.658,30.343,37.14416236,1.459677992,38.952,33.079,36.95025,0.717068702,38.924,35.529,3.988984047,0.295382028,0.212296365,0.116618833,0.258769506,0.136801619,0.095651375,Warm,7/9/2016,16-Jul,9-Jul-16,7.512406922
486,2016BW037_129,PM_2016BW037_129,17.34,6/13/2016,2016,6/12/2016,16-22,2016SC022,SC,PM,132,35.075,36.498,30.417,6.25,21.05,21.05,14:40:02,15.34,28.68769722,7.906558336,45,20.198,27.34749102,5.141312982,36.96,20.341,36.27197794,6.679260482,45,24.557,32.01285139,10.27484054,45,19.246,41.37255147,5.024794204,45,30.798,22.53048571,2.549213604,30.824,20.198,36.79231007,1.798752524,39.886,28.419,33.95229444,3.48511363,36.96,24.122,30.33579641,4.704294898,36.119,24.122,34.21569485,2.562368286,36.498,27.53,36.78479167,1.639569604,39.829,31.255,37.31495956,2.441891264,39.829,31.281,36.15205714,0.593804866,37.069,31.255,4.882801923,0.275607982,0.187999439,0.184143817,0.320959867,0.121452365,0.11314508,Middle,6/13/2016,16-Jun,13-Jun-16,17.74521387
487,2016BW037_130,AM_2016BW037_130,7.02,7/2/2016,2016,7/1/2016,16-43,2016BW043,BW,AM,236,28.866,35.128,29.564,6.25,21.05,21.05,14:39:36,16.04,26.4580125,7.503969989,44.627,16.677,23.53341317,5.403818554,36.933,18.033,33.53861765,6.610526492,44.627,23.905,28.68769722,7.906558336,45,20.198,36.27197794,6.679260482,45,24.557,21.35029643,2.097312189,24.605,16.677,36.38795115,2.184308329,39.46,27.998,32.63152778,4.139544536,35.609,19.936,28.33926946,5.840702479,34.519,19.936,33.69479779,2.749080192,35.609,26.524,33.95229444,3.48511363,36.96,24.122,34.21569485,2.562368286,36.498,27.53,34.27211071,1.505953961,35.448,30.369,5.463831805,0.283618053,0.229623239,0.197101937,0.275607982,0.184143817,0.098233399,Cool,7/2/2016,16-Jul,2-Jul-16,7.494542308
488,2016BW037_130,PM_2016BW037_130,18.04,7/2/2016,2016,7/1/2016,16-43,2016BW043,BW,PM,236,28.866,35.128,29.564,6.25,21.05,21.05,14:39:36,16.04,26.4580125,7.503969989,44.627,16.677,23.53341317,5.403818554,36.933,18.033,33.53861765,6.610526492,44.627,23.905,28.68769722,7.906558336,45,20.198,36.27197794,6.679260482,45,24.557,21.35029643,2.097312189,24.605,16.677,36.38795115,2.184308329,39.46,27.998,32.63152778,4.139544536,35.609,19.936,28.33926946,5.840702479,34.519,19.936,33.69479779,2.749080192,35.609,26.524,33.95229444,3.48511363,36.96,24.122,34.21569485,2.562368286,36.498,27.53,34.27211071,1.505953961,35.448,30.369,5.463831805,0.283618053,0.229623239,0.197101937,0.275607982,0.184143817,0.098233399,Cool,7/2/2016,16-Jul,2-Jul-16,17.44141799
489,2016BW037_131,PM_2016BW037_131,15.5,6/30/2016,2016,6/29/2016,16-35,2016BW035,BW,PM,238,37.015,36.633,32.214,6.26,21.05,21.04,14:39:07,13.5,28.22217917,7.346143153,44.165,19.151,26.8136747,4.987224812,37.921,19.793,35.21136397,5.94288522,44.165,26.036,26.4580125,7.503969989,44.627,16.677,33.57416605,6.596659184,44.627,23.93,21.74967143,1.60962147,23.881,19.151,36.86317149,1.314634429,39.886,34.124,34.58794583,1.56241133,36.633,28.667,34.6439759,0.571757248,35.877,33.105,34.11669118,2.380662648,36.633,28.667,32.63152778,4.139544536,35.609,19.936,33.68980074,2.752928491,35.609,26.524,34.889525,0.398964582,35.475,32.898,5.472270674,0.260296808,0.185995574,0.168777478,0.283618053,0.19648021,0.074006703,Cool,6/30/2016,16-Jun,30-Jun-16,16.37585033
490,2016BW037_132,PM_2016BW037_132,16.26,7/4/2016,2016,7/3/2016,16-43,2016BW043,BW,PM,168,31.51,35.662,28.943,6.26,21.05,21.05,14:38:34,14.26,25.37431528,4.506967164,38.143,19.341,25.20327711,4.361572695,34.677,20.198,29.16842279,3.390302574,38.143,24.412,28.22217917,7.346143153,44.165,19.151,35.21136397,5.94288522,44.165,26.036,22.16434643,2.140721043,26.012,19.341,36.96014556,1.338829431,39.886,34.176,34.20400139,2.154904397,35.931,26.573,34.85860241,0.326167347,35.422,34.071,33.077375,3.178154687,35.931,26.573,34.58794583,1.56241133,36.633,28.667,34.11669118,2.380662648,36.633,28.667,34.99385714,0.370261161,35.716,33.835,5.123963979,0.177619262,0.173055777,0.116231947,0.260296808,0.168777478,0.096583991,Cool,7/4/2016,16-Jul,4-Jul-16,17.1427783
491,2016BW037_133,AM_2016BW037_133,8.2,7/7/2016,2016,7/6/2016,16-38,2016BW038,BW,AM,176,34.81,37.178,33.007,6.27,21.05,21.04,14:37:59,15.34,26.96137222,6.472655015,44.319,21.032,25.64027711,4.768018429,38.532,21.032,32.64620588,6.30346529,44.319,21.724,25.37431528,4.506967164,38.143,19.341,29.18597417,3.384172326,38.143,24.46,22.72990747,0.940792473,24.412,21.246,36.79231007,1.798752524,39.886,28.419,34.19002361,2.458265879,37.178,25.55,32.14160241,3.939309458,35.985,25.55,34.96220588,1.704014286,37.178,28.468,34.20400139,2.154904397,35.931,26.573,33.07000369,3.181704403,35.931,26.573,34.89469039,0.434827684,35.609,32.794,5.170483995,0.240071424,0.185958147,0.193084162,0.177619262,0.115952009,0.041390071,Cool,7/7/2016,16-Jul,7-Jul-16,8.212676666
492,2016BW037_133,PM_2016BW037_133,17.34,7/7/2016,2016,7/6/2016,16-38,2016BW038,BW,PM,176,34.81,37.178,33.007,6.27,21.05,21.04,14:37:59,15.34,26.96137222,6.472655015,44.319,21.032,25.64027711,4.768018429,38.532,21.032,32.64620588,6.30346529,44.319,21.724,25.37431528,4.506967164,38.143,19.341,29.18597417,3.384172326,38.143,24.46,22.72990747,0.940792473,24.412,21.246,36.79231007,1.798752524,39.886,28.419,34.19002361,2.458265879,37.178,25.55,32.14160241,3.939309458,35.985,25.55,34.96220588,1.704014286,37.178,28.468,34.20400139,2.154904397,35.931,26.573,33.07000369,3.181704403,35.931,26.573,34.89469039,0.434827684,35.609,32.794,5.170483995,0.240071424,0.185958147,0.193084162,0.177619262,0.115952009,0.041390071,Cool,7/7/2016,16-Jul,7-Jul-16,16.92160511
493,2016BW037_134,PM_2016BW037_134,17.14,6/15/2016,2016,6/14/2016,16-20,2016BW020,BW,PM,426,30.343,36.715,30.598,6.27,21.05,21.04,14:37:20,15.14,25.96040833,4.928800098,40.028,20.627,25.25435542,3.180953154,33.079,21.509,30.61196691,4.265202387,40.028,23.809,26.96137222,6.472655015,44.319,21.032,32.68359779,6.284833323,44.319,21.724,21.61175801,0.460938637,22.441,20.627,36.88682652,1.592083832,39.886,29.59,32.98329306,3.730143966,36.715,24.895,28.6023253,4.206274422,35.342,24.895,33.75632721,3.147405489,36.715,26.5,34.19002361,2.458265879,37.178,25.55,34.96549446,1.706301992,37.178,28.468,34.40861566,0.33003077,35.368,33.966,6.054439346,0.189858343,0.125956616,0.13933121,0.240071424,0.192293191,0.021328142,Cool,6/15/2016,16-Jun,15-Jun-16,16.81415943
494,2016BW037_134,AM_2016BW037_134,8.02,6/15/2016,2016,6/14/2016,16-20,2016BW020,BW,AM,426,30.343,36.715,30.598,6.27,21.05,21.04,14:37:20,15.14,25.96040833,4.928800098,40.028,20.627,25.25435542,3.180953154,33.079,21.509,30.61196691,4.265202387,40.028,23.809,26.96137222,6.472655015,44.319,21.032,32.68359779,6.284833323,44.319,21.724,21.61175801,0.460938637,22.441,20.627,36.88682652,1.592083832,39.886,29.59,32.98329306,3.730143966,36.715,24.895,28.6023253,4.206274422,35.342,24.895,33.75632721,3.147405489,36.715,26.5,34.19002361,2.458265879,37.178,25.55,34.96549446,1.706301992,37.178,28.468,34.40861566,0.33003077,35.368,33.966,6.054439346,0.189858343,0.125956616,0.13933121,0.240071424,0.192293191,0.021328142,Cool,6/15/2016,16-Jun,15-Jun-16,7.742153051
495,2016BW037_135,PM_2016BW037_135,16.48,6/14/2016,2016,6/13/2016,16-22,2016SC022,SC,PM,228,36.444,36.417,33.488,6.28,21.04,21.04,14:36:39,14.48,28.53188194,8.088496463,45,19.77,26.40564848,5.706817985,38.812,19.793,36.63178967,6.142932216,45,26.28,25.96040833,4.928800098,40.028,20.627,30.63689299,4.253199614,40.028,23.809,21.59657295,1.050030317,23.857,19.77,36.951333,1.393133287,39.886,31.382,34.84728472,1.156288445,36.796,30.142,34.57842424,0.37087545,35.743,33.861,34.85988192,1.777053569,36.796,30.142,32.98329306,3.730143966,36.715,24.895,33.75165683,3.152284226,36.715,26.5,34.98268683,0.476771495,35.85,33.887,5.429345629,0.283489763,0.216121107,0.167694024,0.189858343,0.138826075,0.048620229,Middle,6/14/2016,16-Jun,14-Jun-16,17.7698018
496,2016BW037_136,PM_2016BW037_136,16.56,8/4/2016,2016,8/3/2016,16-55,2016BW055,BW,PM,252,39.943,37.508,33.214,6.28,21.04,21.04,14:35:54,14.56,30.93785417,7.984577665,45,21.103,28.76055758,5.982763064,40.487,21.103,39.04721402,5.176593456,45,29.765,28.53188194,8.088496463,45,19.77,36.63178967,6.142932216,45,26.28,23.1217153,0.881865047,26.182,21.7,36.93800784,1.442579784,39.886,30.621,34.9074875,1.477336534,37.508,29.49,34.65413333,0.40590927,35.689,33.626,34.94091513,2.219489872,37.508,29.615,34.84728472,1.156288445,36.796,30.142,34.85988192,1.777053569,36.796,30.142,35.31447331,0.420091079,36.2,34.519,5.529429088,0.258084404,0.208019718,0.132572671,0.283489763,0.167694024,0.038140122,Warm,8/4/2016,16-Aug,4-Aug-16,17.10487191
497,2016BW037_137,PM_2016BW037_137,17.02,7/4/2016,2016,7/3/2016,16-25,2016SC025,SC,PM,226,40.4,37.069,33.424,6.29,21.04,21.03,14:35:07,15.02,32.1583375,7.723530951,45,22.729,30.38617576,5.89182389,42.743,22.729,39.9918893,5.182061711,45,29.414,30.93785417,7.984577665,45,21.103,39.04721402,5.176593456,45,29.765,26.06930742,1.935046907,29.665,22.848,36.92217946,1.489574537,39.886,29.966,34.73699722,1.433346216,37.069,29.215,34.457,0.773364521,35.797,33.678,34.91988192,2.079434492,37.069,29.215,34.9074875,1.477336534,37.508,29.49,34.94091513,2.219489872,37.508,29.615,34.95731449,0.784716376,35.958,29.49,5.420534999,0.24017196,0.193898171,0.129577817,0.258084404,0.132572671,0.074227016,Warm,7/4/2016,16-Jul,4-Jul-16,18.38194321
498,2016BW037_139,PM_2016BW037_139,16.42,7/8/2016,2016,7/7/2016,16-39,2016BW039,BW,PM,222,38.728,37.261,32.547,6.3,21.03,21.03,14:33:24,14.42,29.38194028,6.980100383,45,20.722,26.34263415,3.986887896,33.94,21.342,36.82227306,5.0374988,45,27.407,33.12711528,8.142962107,45,20.555,40.56689299,5.510924297,45,29.414,24.45860071,2.559058731,29.365,20.555,36.95776969,1.363790044,39.886,32.536,34.51539444,1.459820441,37.261,29.14,34.07118902,0.46174426,34.704,32.794,34.3639631,2.225339476,37.261,29.14,34.28120694,1.394180008,37.37,29.515,34.78494096,2.001366673,37.37,29.515,34.96400707,0.467726901,35.743,33.261,5.402677382,0.23756431,0.151347351,0.136805753,0.245809574,0.135847828,0.104628174,Middle,7/8/2016,16-Jul,8-Jul-16,16.18139685
499,2016BW037_140,PM_2016BW037_140,17.18,8/13/2016,2016,8/12/2016,16-57,2016BW057,BW,PM,218,40.429,38.06,33.5,6.31,21.03,21.03,14:32:29,15.18,31.82480417,8.953902797,45,20.103,31.1775122,7.838782739,45,20.269,40.38538745,5.40923074,45,29.49,29.38194028,6.980100383,45,20.722,36.82227306,5.0374988,45,27.407,23.48298239,2.104748138,27.333,20.103,36.87280758,1.62881477,39.886,29.49,35.01854722,1.744006142,38.337,29.515,34.99610976,0.866491558,36.281,33.469,35.69316605,2.521835996,38.337,29.515,34.51539444,1.459820441,37.261,29.14,34.3639631,2.225339476,37.261,29.14,34.37911268,0.649162898,35.77,33.339,5.384495063,0.281349816,0.251424254,0.133940296,0.23756431,0.136805753,0.089628655,Warm,8/13/2016,16-Aug,13-Aug-16,17.53381193
500,2016BW037_142,PM_2016BW037_142,17.44,7/7/2016,2016,7/6/2016,16-30,2016BW030,BW,PM,206,39.715,38.672,35.115,6.32,21.02,21.02,14:30:29,15.44,33.3005,7.218486405,45,23.857,31.44222699,4.891713467,40.314,23.857,40.89528519,4.520040234,45,31.74,32.69840139,7.970160571,45,22.321,40.36793704,4.837379407,45,30.824,27.24739085,2.031720086,30.672,23.857,36.70004187,1.916792976,39.886,28.048,33.24922778,4.951658278,39.149,24.05,33.84795092,3.564642289,36.633,24.074,37.08387037,1.93778557,39.149,32.073,34.51633056,2.517195841,38.476,28.593,36.22041852,2.134251642,38.476,30.697,27.28210915,1.794897046,30.596,24.074,5.327876169,0.216768109,0.155577831,0.110527172,0.243747713,0.119832217,0.074565675,Warm,7/7/2016,16-Jul,7-Jul-16,17.37918992
501,2016BW037_143,PM_2016BW037_143,16.46,6/16/2016,2016,6/15/2016,16-20,2016BW020,BW,PM,270,42.863,38.728,34.357,6.33,21.02,21.02,14:29:25,14.46,32.41405417,8.180286311,45,20.531,31.05731288,6.723678935,43.344,20.579,40.5728037,5.123647665,45,29.215,33.3005,7.218486405,45,23.857,40.89528519,4.520040234,45,31.74,26.18078947,2.94222802,31.612,20.531,36.95304686,1.382617908,39.886,31.637,35.63649306,1.736397829,38.728,29.09,35.5977546,0.523168022,36.335,34.519,36.2613,2.368327392,38.728,29.74,33.24922778,4.951658278,39.149,24.05,37.08387037,1.93778557,39.149,32.073,35.54874386,0.924585412,37.206,31.791,5.598421959,0.252368503,0.216492617,0.12628281,0.216768109,0.110527172,0.11238118,Warm,6/16/2016,16-Jun,16-Jun-16,17.49483874
