Index,Date,Year,Prev_date,nest_number,ID,Species,Start.Time,AMPM,AMPM_asnumeric,Duration_min,Start.Air.Temp,Start.Egg.Temp,Mean.Egg.Temp_offbout,Sunrise,Sunset,prev.sunset,Day.Length,ID_day,two_before_start,Air.Mean.2hr,Air.SD.2hr,Air.Max.2hr,Air.Min.2hr,log_Duration,predict_BestMod2hr,predict_BestMod2hrTim
284,6/26/2015,2015,6/25/2015,15-31,2015SC031,SC,18.19,PM,2,130,33.783,41.648,39.854,6.24,21.05,21.05,14:41:13,2015SC031_33,4.19,19.91793351,1.295725876,22.298,17.344,4.86753445,4.880807436,10.44490094
285,6/26/2015,2015,6/25/2015,15-31,2015SC031,SC,11.45,AM,1,150,33.001,41.473,39.115,6.24,21.05,21.05,14:41:13,2015SC031_33,9.45,30.92741982,3.702503596,39.205,20.055,5.010635294,5.981706407,17.22716787
286,6/27/2015,2015,6/26/2015,15-31,2015SC031,SC,15.59,PM,2,274,40.314,40.544,38.672,6.24,21.05,21.05,14:40:41,2015SC031_34,1.59,20.84425769,1.360781836,23.448,18.604,5.613128106,4.917157438,10.95636919
288,6/29/2015,2015,6/28/2015,15-31,2015SC031,SC,8.55,AM,1,186,23.28,40.891,37.398,6.25,21.05,21.05,14:39:56,2015SC031_36,6.55,21.12754237,1.630488565,25.331,18.152,5.225746674,5.597148194,11.22035007
289,6/30/2015,2015,6/29/2015,15-31,2015SC031,SC,6.35,AM,1,336,18.081,40.171,36.506,6.26,21.05,21.05,14:39:28,2015SC031_37,4.35,19.85741721,1.313208892,22.345,17.344,5.81711116,5.547307054,10.42084497
290,6/30/2015,2015,6/29/2015,15-31,2015SC031,SC,18.59,PM,2,196,34.15,41.825,40.388,6.26,21.05,21.05,14:39:28,2015SC031_37,4.59,19.79804172,1.31100412,22.345,17.344,5.278114659,4.876102747,10.38890709
291,7/1/2015,2015,6/30/2015,15-31,2015SC031,SC,8.23,AM,1,212,21.652,40.717,37.975,6.26,21.05,21.05,14:38:59,2015SC031_38,6.23,20.49472751,1.506673156,25.137,17.629,5.356586275,5.572315827,10.83676559
292,7/2/2015,2015,7/1/2015,15-31,2015SC031,SC,6.41,AM,1,706,21.891,40.343,39.955,6.26,21.05,21.05,14:38:26,2015SC031_39,4.41,19.83674316,1.315113381,22.345,17.344,6.559615237,5.546495781,10.41087507
293,7/3/2015,2015,7/2/2015,15-31,2015SC031,SC,4.45,AM,1,412,19.627,38.198,36.671,6.27,21.05,21.05,14:37:50,2015SC031_40,2.45,20.4656545,1.283745364,23.376,18.438,6.021023349,5.571174969,10.72560223
294,7/3/2015,2015,7/2/2015,15-31,2015SC031,SC,17.41,PM,2,150,30.95,41.065,39.692,6.27,21.05,21.05,14:37:50,2015SC031_40,3.41,20.09922555,1.258434182,22.753,17.843,5.010635294,4.887921539,10.52346136
295,7/4/2015,2015,7/3/2015,15-31,2015SC031,SC,18.55,PM,2,106,27.554,40.688,38.492,6.27,21.05,21.05,14:37:10,2015SC031_41,4.55,19.80267405,1.312394579,22.345,17.344,4.663439094,4.876284525,10.39192345
296,7/4/2015,2015,7/3/2015,15-31,2015SC031,SC,8.35,AM,1,136,21.008,40.2,39.911,6.27,21.05,21.05,14:37:10,2015SC031_41,6.35,20.70141591,1.552977784,25.331,17.748,4.912654886,5.580426512,10.9645761
297,7/5/2015,2015,7/4/2015,15-31,2015SC031,SC,16.19,PM,2,232,37.069,40.891,39.52,6.28,21.04,21.05,14:36:28,2015SC031_42,2.19,20.6727588,1.327042725,23.448,18.604,5.446737372,4.910427629,10.85233491
298,7/6/2015,2015,7/5/2015,15-31,2015SC031,SC,7.25,AM,1,74,24.871,41.443,37.596,6.28,21.04,21.04,14:35:43,2015SC031_43,5.25,19.84903911,1.308473601,23.064,17.344,4.304065093,5.546978288,10.41443342
299,7/6/2015,2015,7/5/2015,15-31,2015SC031,SC,7.33,AM,1,120,22.034,40.978,36.208,6.28,21.04,21.04,14:35:43,2015SC031_43,5.33,19.89463494,1.318662962,23.641,17.344,4.787491743,5.54876752,10.44261766
300,7/7/2015,2015,7/6/2015,15-31,2015SC031,SC,6.47,AM,1,316,18.604,40.804,40.109,6.29,21.04,21.04,14:34:55,2015SC031_44,4.47,19.82004433,1.314639588,22.345,17.344,5.755742214,5.5458405,10.40195581
301,6/28/2015,2015,6/27/2015,15-36,2015SC036,SC,4.2,AM,1,482,19.103,28.196,27.954,6.25,21.05,21.05,14:40:20,2015SC036_35,2.2,21.26713236,2.184080379,25.671,14.816,6.177944114,5.770372981,11.24297039
302,6/28/2015,2015,6/27/2015,15-36,2015SC036,SC,17.36,PM,2,144,45,33.131,31.776,6.25,21.05,21.05,14:40:20,2015SC036_35,3.36,20.74294754,2.091833105,24.122,14.529,4.9698133,5.080929033,10.92967364
303,6/29/2015,2015,6/28/2015,15-36,2015SC036,SC,5.12,AM,1,438,19.175,30.596,30.553,6.25,21.05,21.05,14:39:56,2015SC036_36,3.12,20.88882889,2.103026325,24.122,14.529,6.08221891,5.755527928,11.01062994
304,6/29/2015,2015,6/28/2015,15-36,2015SC036,SC,17.52,PM,2,184,40.631,32.639,32.392,6.25,21.05,21.05,14:39:56,2015SC036_36,3.52,20.66800873,2.095121259,23.617,14.529,5.214935758,5.07798835,10.89197832
305,6/30/2015,2015,6/29/2015,15-36,2015SC036,SC,6,AM,1,350,17.415,30.469,30.447,6.26,21.05,21.05,14:39:28,2015SC036_37,4,20.6291929,2.101739167,23.472,14.529,5.857933154,5.745339519,10.87456962
306,7/1/2015,2015,6/30/2015,15-36,2015SC036,SC,5.16,AM,1,328,18.628,31.791,30.434,6.26,21.05,21.05,14:38:59,2015SC036_38,3.16,20.86389588,2.101137752,24.122,14.529,5.793013608,5.754549528,10.99680401
307,7/1/2015,2015,6/30/2015,15-36,2015SC036,SC,18.38,PM,2,154,42.803,36.579,35.376,6.26,21.05,21.05,14:38:59,2015SC036_38,4.38,20.45070944,2.073600058,23.232,14.529,5.036952602,5.069461282,10.76930133
310,7/4/2015,2015,7/3/2015,15-36,2015SC036,SC,7.54,AM,1,478,21.39,30.9,32.958,6.27,21.05,21.05,14:37:10,2015SC036_41,5.54,20.72687409,1.934538856,26.451,15.318,6.169610732,5.749172639,10.85355584
311,7/6/2015,2015,7/5/2015,15-36,2015SC036,SC,18.38,PM,2,168,28.023,33.992,32.776,6.28,21.04,21.04,14:35:43,2015SC036_43,4.38,20.45070944,2.073600058,23.232,14.529,5.123963979,5.069461282,10.76930133
314,7/9/2015,2015,7/8/2015,15-36,2015SC036,SC,11.22,AM,1,568,37.151,31.612,34.272,6.3,21.03,21.04,14:33:11,2015SC036_46,9.22,34.85268927,5.800766839,45,20.531,6.342121419,6.303485515,19.89068066
315,7/10/2015,2015,7/9/2015,15-36,2015SC036,SC,17.16,PM,2,190,39.234,32.898,32.779,6.31,21.03,21.03,14:32:15,2015SC036_47,3.16,20.86389588,2.101137752,24.122,14.529,5.247024072,5.085675182,10.99680401
316,7/11/2015,2015,7/10/2015,15-36,2015SC036,SC,19.28,PM,2,66,30.343,34.308,31.928,6.31,21.03,21.03,14:31:16,2015SC036_48,5.28,20.44000484,1.928274766,23.569,14.984,4.189654742,5.069041221,10.70113926
317,7/11/2015,2015,7/10/2015,15-36,2015SC036,SC,7.58,AM,1,496,21.987,31.255,33.473,6.31,21.03,21.03,14:31:16,2015SC036_48,5.58,20.79802502,1.951079811,27.259,15.318,6.206575927,5.751964682,10.89781241
318,7/12/2015,2015,7/11/2015,15-36,2015SC036,SC,6.52,AM,1,272,21.294,33.183,33.08,6.32,21.02,21.03,14:30:14,2015SC036_49,4.52,20.40072478,2.037822946,23.232,14.529,5.605802066,5.736374173,10.72780876
319,7/13/2015,2015,7/12/2015,15-36,2015SC036,SC,7.42,AM,1,430,23.064,32.355,36.062,6.33,21.02,21.02,14:29:10,2015SC036_50,5.42,20.55781921,1.912433999,24.847,15.27,6.063785209,5.742538735,10.75580668
320,7/14/2015,2015,7/13/2015,15-36,2015SC036,SC,17.56,PM,2,120,39.318,34.889,34.116,6.33,21.01,21.02,14:28:03,2015SC036_51,3.56,20.65035,2.097292158,23.497,14.529,4.787491743,5.077295402,10.88369685
321,7/14/2015,2015,7/13/2015,15-36,2015SC036,SC,8.14,AM,1,252,24.05,32.073,33.73,6.33,21.01,21.02,14:28:03,2015SC036_51,6.14,21.15098063,2.055429047,29.04,15.414,5.529429088,5.765815057,11.12695423
322,7/15/2015,2015,7/14/2015,15-36,2015SC036,SC,7.38,AM,1,242,23.016,32.047,33.766,6.34,21.01,21.01,14:26:53,2015SC036_52,5.38,20.51612187,1.913176126,24.484,15.27,5.488937726,5.740902485,10.73436406
323,7/16/2015,2015,7/15/2015,15-36,2015SC036,SC,6.3,AM,1,320,21.246,32.717,33.516,6.35,21,21.01,14:25:41,2015SC036_53,4.3,20.48572639,2.089186224,23.304,14.529,5.768320996,5.739709732,10.79428816
324,7/16/2015,2015,7/15/2015,15-36,2015SC036,SC,18.58,PM,2,98,39.177,36.335,35.459,6.35,21,21.01,14:25:41,2015SC036_53,4.58,20.38720097,2.018698166,23.232,14.577,4.584967479,5.066969138,10.71251569
325,7/17/2015,2015,7/16/2015,15-36,2015SC036,SC,16.12,PM,2,240,45,37.315,34.521,6.35,21,21,14:24:27,2015SC036_54,2.12,21.34048345,2.202222665,25.817,14.888,5.480638923,5.104377015,11.28906475
326,7/17/2015,2015,7/16/2015,15-36,2015SC036,SC,7.12,AM,1,298,22.226,31.919,34.801,6.35,21,21,14:24:27,2015SC036_54,5.12,20.38092817,1.970188401,23.232,14.673,5.697093487,5.735597332,10.68835416
327,6/28/2015,2015,6/27/2015,15-37,2015BW037,BW,14.13,PM,2,186,45,37.921,36.454,6.25,21.05,21.05,14:40:20,2015BW037_35,0.13,21.57450952,1.219173791,23.881,19.674,5.225746674,5.253117862,12.68857651
328,6/29/2015,2015,6/28/2015,15-37,2015BW037,BW,12.51,PM,2,196,36.146,38.06,33.789,6.25,21.05,21.05,14:39:56,2015BW037_36,10.51,34.39385956,2.966807669,40.602,26.916,5.278114659,5.756163577,18.30399388
329,6/30/2015,2015,6/29/2015,15-37,2015BW037,BW,14.13,PM,2,228,42.863,38.226,36,6.26,21.05,21.05,14:39:28,2015BW037_37,0.13,21.57450952,1.219173791,23.881,19.674,5.429345629,5.253117862,12.68857651
330,7/1/2015,2015,6/30/2015,15-37,2015BW037,BW,15.01,PM,2,184,40.573,37.37,36.233,6.26,21.05,21.05,14:38:59,2015BW037_38,1.01,21.23693333,1.148158958,23.352,19.674,5.214935758,5.239870993,12.52994184
331,7/2/2015,2015,7/1/2015,15-37,2015BW037,BW,14.31,PM,2,198,45,37.673,36.565,6.26,21.05,21.05,14:38:26,2015BW037_39,0.31,21.43561017,1.169173304,23.328,19.674,5.288267031,5.247667296,12.61435667
332,7/3/2015,2015,7/2/2015,15-37,2015BW037,BW,17.31,PM,2,120,31.153,38.17,35.084,6.27,21.05,21.05,14:37:50,2015BW037_40,3.31,20.12349048,1.175363811,22.872,17.843,4.787491743,5.196178243,12.11928112
333,7/4/2015,2015,7/3/2015,15-37,2015BW037,BW,14.21,PM,2,152,41.443,38.198,37.067,6.27,21.05,21.05,14:37:10,2015BW037_41,0.21,21.51303095,1.197654074,23.665,19.674,5.023880521,5.250705374,12.65598903
334,7/2/2015,2015,7/1/2015,15-39,2015BW039,BW,16.07,PM,2,252,45,37.755,31.962,6.26,21.05,21.05,14:38:26,2015BW039_39,2.07,21.00001356,1.228935984,23.184,19.056,5.529429088,5.389185368,10.69357599
335,7/2/2015,2015,7/1/2015,15-39,2015BW039,BW,8.07,AM,1,276,26.598,34.124,35.682,6.26,21.05,21.05,14:38:26,2015BW039_39,6.07,20.88011186,1.332227391,26.353,18.913,5.620400866,5.607590999,10.69256832
336,7/3/2015,2015,7/2/2015,15-39,2015BW039,BW,10.29,AM,1,518,28.048,36.933,35.773,6.27,21.05,21.05,14:37:50,2015BW039_40,8.29,26.86166441,2.683268016,33.339,21.39,6.249975242,5.842313849,13.54335906
337,7/4/2015,2015,7/3/2015,15-39,2015BW039,BW,17.07,PM,2,108,42.386,38.756,36.335,6.27,21.05,21.05,14:37:10,2015BW039_41,3.07,20.59824746,1.193579876,23.184,18.628,4.682131227,5.373419614,10.52594564
338,7/4/2015,2015,7/3/2015,15-39,2015BW039,BW,9.17,AM,1,216,23.833,36.769,36.62,6.27,21.05,21.05,14:37:10,2015BW039_41,7.17,23.42711525,2.165237942,27.554,19.96,5.375278408,5.707538277,12.01743567
339,7/5/2015,2015,7/4/2015,15-39,2015BW039,BW,9.11,AM,1,560,27.038,38.06,37.403,6.28,21.04,21.05,14:36:28,2015BW039_42,7.11,23.13943,2.193005994,27.554,19.555,6.327936784,5.696249184,11.92026137
340,7/3/2015,2015,7/2/2015,15-40,2015BW040,BW,10.35,AM,1,514,25.817,30.469,32.183,6.27,21.05,21.05,14:37:50,2015BW040_40,8.35,26.00141949,1.99244041,29.665,22.202,6.242223265,5.693308385,13.38271398
341,7/4/2015,2015,7/3/2015,15-40,2015BW040,BW,17.37,PM,2,94,36.092,35.77,32.595,6.27,21.05,21.05,14:37:10,2015BW040_41,3.37,22.01274153,1.300429443,24.195,20.079,4.543294782,5.313677467,11.57167268
342,7/4/2015,2015,7/3/2015,15-40,2015BW040,BW,8.09,AM,1,252,21.867,31.868,30.885,6.27,21.05,21.05,14:37:10,2015BW040_41,6.09,22.03064831,1.141101368,24.677,20.15,5.529429088,5.537490858,11.50986078
343,7/6/2015,2015,7/5/2015,15-40,2015BW040,BW,15.03,PM,2,140,36.688,35.904,33.354,6.28,21.04,21.04,14:35:43,2015BW040_43,1.03,23.07929583,1.371856281,25.404,20.793,4.941642423,5.355530257,12.00701621
344,7/15/2015,2015,7/14/2015,15-42,2015BW042,BW,7.01,AM,1,688,21.056,37.728,35.875,6.34,21.01,21.01,14:26:53,2015BW042_52,5.01,20.94903178,0.712469838,22.369,19.555,6.533788838,5.673071011,10.62253023
345,7/16/2015,2015,7/15/2015,15-42,2015BW042,BW,13.21,PM,2,300,45,36.633,34.626,6.35,21,21.01,14:25:41,2015BW042_53,-0.79,23.31865313,0.889502042,25.355,20.984,5.703782475,5.542946909,11.59765317
348,7/18/2015,2015,7/17/2015,15-42,2015BW042,BW,12.19,PM,2,220,44.843,36.878,37.287,6.36,20.59,21,14:23:10,2015BW042_55,10.19,37.13223941,5.79862574,45,23.881,5.393627546,6.085007572,18.95152339
351,7/21/2015,2015,7/20/2015,15-42,2015BW042,BW,13.49,PM,2,138,27.949,27.284,32.211,6.38,20.57,20.58,14:19:06,2015BW042_58,-0.51,23.19366204,0.951317383,25.355,20.96,4.927253685,5.538042118,11.57685581
352,7/21/2015,2015,7/20/2015,15-42,2015BW042,BW,18.59,PM,2,568,30.419,29.565,33.178,6.38,20.57,20.58,14:19:06,2015BW042_58,4.59,20.95539407,0.710788111,22.369,19.555,6.342121419,5.450209966,10.62421958
353,7/14/2015,2015,7/13/2015,15-43,2015BW043,BW,10.38,AM,1,532,28.742,35.636,35.59,6.33,21.01,21.02,14:28:03,2015BW043_51,8.38,27.59346667,3.100884256,35.958,19.984,6.276643489,5.990556168,13.05383627
354,7/15/2015,2015,7/14/2015,15-43,2015BW043,BW,8.3,AM,1,666,24.267,35.985,36.274,6.34,21.01,21.01,14:26:53,2015BW043_52,6.3,22.52936158,1.461390922,26.207,18.699,6.501289671,5.791834988,10.42686705
355,7/16/2015,2015,7/15/2015,15-43,2015BW043,BW,15.04,PM,2,200,45,40.228,38.427,6.35,21,21.01,14:25:41,2015BW043_53,1.04,24.12271751,1.31397678,26.549,20.913,5.298317367,5.631249358,10.96781796
356,7/16/2015,2015,7/15/2015,15-43,2015BW043,BW,7.56,AM,1,96,22.705,34.545,36.078,6.35,21,21.01,14:25:41,2015BW043_53,5.56,22.04315932,1.224261927,25.55,18.699,4.564348191,5.772755864,10.1403257
357,7/17/2015,2015,7/16/2015,15-43,2015BW043,BW,9.56,AM,1,600,29.89,37.315,38.119,6.35,21,21,14:24:27,2015BW043_54,7.56,25.30975028,2.226188695,30.621,19.46,6.396929655,5.900940568,11.8108955
358,7/17/2015,2015,7/16/2015,15-43,2015BW043,BW,22.56,PM,2,112,23.978,31.459,28.053,6.35,21,21,14:24:27,2015BW043_54,8.56,28.8510678,3.642655586,39.29,20.984,4.718498871,5.816795142,13.76417621
359,7/18/2015,2015,7/17/2015,15-43,2015BW043,BW,7.3,AM,1,684,23.232,34.176,38.256,6.36,20.59,21,14:23:10,2015BW043_55,5.3,21.91666441,1.119518293,24.267,18.699,6.527957918,5.767792062,10.04723966
360,7/19/2015,2015,7/18/2015,15-43,2015BW043,BW,8.32,AM,1,686,25.671,36.092,37.585,6.37,20.59,20.59,14:21:51,2015BW043_56,6.32,22.57130056,1.47928285,26.304,18.699,6.530877628,5.793480721,10.45048027
362,7/21/2015,2015,7/20/2015,15-43,2015BW043,BW,13.1,PM,2,152,28.766,34.387,32.136,6.38,20.57,20.58,14:19:06,2015BW043_58,-0.9,24.75348,1.16704916,27.014,22.202,5.023880521,5.656001187,11.14382698
365,7/25/2015,2015,7/24/2015,15-43,2015BW043,BW,9.06,AM,1,608,25.72,33.6,34.791,6.41,20.55,20.55,14:13:10,2015BW043_62,7.06,23.47204181,1.772890417,28.866,18.842,6.410174882,5.82882682,10.91859232
367,7/28/2015,2015,7/27/2015,15-43,2015BW043,BW,8.26,AM,1,666,25.695,34.836,36.979,6.44,20.52,20.53,14:08:23,2015BW043_65,6.26,22.44957288,1.425766643,26.109,18.699,6.501289671,5.78870399,10.38126053
368,7/17/2015,2015,7/16/2015,15-44,2015BW044,BW,16.08,PM,2,198,44.196,35.985,32.661,6.35,21,21,14:24:27,2015BW044_54,2.08,23.09149153,0.899572463,24.919,21.223,5.288267031,5.391019724,10.98148195
369,7/18/2015,2015,7/17/2015,15-44,2015BW044,BW,15.18,PM,2,292,45,35.77,34.743,6.36,20.59,21,14:23:10,2015BW044_55,1.18,23.36746139,0.822650025,24.919,21.342,5.676753802,5.401849092,11.05304686
370,7/19/2015,2015,7/18/2015,15-44,2015BW044,BW,15.16,PM,2,286,45,35.877,35.835,6.37,20.59,20.59,14:21:51,2015BW044_56,1.16,23.37898305,0.816563333,24.919,21.39,5.655991811,5.402301215,11.05479664
371,7/20/2015,2015,7/19/2015,15-44,2015BW044,BW,4.26,AM,1,108,22.202,34.019,32.75,6.38,20.58,20.59,14:20:30,2015BW044_57,2.26,22.96612806,0.89776956,24.798,21.223,4.682131227,5.60921103,10.93315011
372,7/20/2015,2015,7/19/2015,15-44,2015BW044,BW,7.56,AM,1,672,22.705,33.626,32.249,6.38,20.58,20.59,14:20:30,2015BW044_57,5.56,21.74614124,1.059322637,23.208,19.032,6.510258341,5.561337375,10.53992155
373,7/21/2015,2015,7/20/2015,15-44,2015BW044,BW,18.12,PM,2,92,28.419,34.466,32.949,6.38,20.57,20.58,14:19:06,2015BW044_58,4.12,22.3110565,0.743048565,24.171,19.222,4.521788577,5.360394576,10.61803353
374,7/21/2015,2015,7/20/2015,15-44,2015BW044,BW,9.58,AM,1,144,23.665,33.678,31.286,6.38,20.57,20.58,14:19:06,2015BW044_58,7.58,23.78600188,1.564101298,27.604,19.96,4.9698133,5.641383801,11.53107618
375,7/22/2015,2015,7/21/2015,15-44,2015BW044,BW,4.08,AM,1,144,22.944,33.992,32.258,6.39,20.57,20.57,14:17:40,2015BW044_59,2.08,23.09149153,0.899572463,24.919,21.223,4.9698133,5.614130433,10.98148195
376,7/22/2015,2015,7/21/2015,15-44,2015BW044,BW,8.02,AM,1,570,20.031,31.689,31.84,6.39,20.57,20.57,14:17:40,2015BW044_59,6.02,21.75634087,1.070844507,23.256,19.032,6.345636361,5.56173762,10.54875186
377,7/23/2015,2015,7/22/2015,15-44,2015BW044,BW,15.3,PM,2,186,43.013,35.582,34.059,6.4,20.56,20.57,14:16:12,2015BW044_60,1.3,23.30841481,0.850813487,24.919,21.294,5.225746674,5.399532038,11.04277489
378,7/23/2015,2015,7/22/2015,15-44,2015BW044,BW,7.2,AM,1,244,22.011,34.387,31.348,6.4,20.56,20.57,14:16:12,2015BW044_60,5.2,21.84226365,0.998346613,23.136,19.032,5.497168225,5.565109326,10.55012922
379,7/24/2015,2015,7/23/2015,15-44,2015BW044,BW,9.22,AM,1,586,25.016,34.519,34.484,6.41,20.55,20.56,14:14:42,2015BW044_61,7.22,22.86754991,1.359724521,26.231,19.555,6.37331979,5.605342712,11.09466739
380,7/18/2015,2015,7/17/2015,15-46,2015BW046,BW,6.58,AM,1,648,20.15,37.453,36.081,6.36,20.59,21,14:23:10,2015BW046_55,4.58,21.24256467,0.927656338,24.098,18.794,6.473890696,5.775157819,6.6101472
382,7/20/2015,2015,7/19/2015,15-46,2015BW046,BW,1.3,AM,1,72,22.369,35.368,34.396,6.38,20.58,20.59,14:20:30,2015BW046_57,-0.7,23.90128187,1.622343766,28.023,21.175,4.276666119,5.879488873,7.917831993
383,7/20/2015,2015,7/19/2015,15-46,2015BW046,BW,6.52,AM,1,606,21.485,37.673,34.029,6.38,20.58,20.59,14:20:30,2015BW046_57,4.52,21.29212221,0.921934091,24.195,18.794,6.406879986,5.777102513,6.62648249
384,7/21/2015,2015,7/20/2015,15-46,2015BW046,BW,8.16,AM,1,566,22.011,36.851,31.956,6.38,20.57,20.58,14:19:06,2015BW046_58,6.16,21.38477163,1.304763119,25.841,18.771,6.338594078,5.78073818,6.826469635
386,7/23/2015,2015,7/22/2015,15-46,2015BW046,BW,7.18,AM,1,588,21.246,37.508,35.919,6.4,20.56,20.57,14:16:12,2015BW046_60,5.18,21.1122694,0.958709714,23.665,18.771,6.376726948,5.770044886,6.574092028
387,7/24/2015,2015,7/23/2015,15-46,2015BW046,BW,7.02,AM,1,610,21.604,38.365,36.476,6.41,20.55,20.56,14:14:42,2015BW046_61,5.02,21.21227832,0.932154327,23.905,18.794,6.413458957,5.773969349,6.600595117
388,7/25/2015,2015,7/24/2015,15-46,2015BW046,BW,5.46,AM,1,682,21.199,38.254,35.524,6.41,20.55,20.55,14:13:10,2015BW046_62,3.46,21.8989099,1.034047799,25.21,20.079,6.525029658,5.800913544,6.904936844
389,7/26/2015,2015,7/25/2015,15-46,2015BW046,BW,3.32,AM,1,82,23.064,38.672,37.579,6.42,20.54,20.55,14:11:36,2015BW046_63,1.32,23.0787807,1.500452919,26.867,20.579,4.406719247,5.847213002,7.553338709
391,7/27/2015,2015,7/26/2015,15-46,2015BW046,BW,9.04,AM,1,484,25.065,32.665,37.269,6.43,20.53,20.54,14:10:01,2015BW046_64,7.04,22.49136053,1.826532707,29.464,18.771,6.182084907,5.824161973,7.470911903
392,7/28/2015,2015,7/27/2015,15-46,2015BW046,BW,6.58,AM,1,572,22.178,34.836,35.101,6.44,20.52,20.53,14:08:23,2015BW046_65,4.58,21.24256467,0.927656338,24.098,18.794,6.349138991,5.775157819,6.6101472
393,7/29/2015,2015,7/28/2015,15-46,2015BW046,BW,8.04,AM,1,598,19.96,37.288,35.857,6.45,20.51,20.52,14:06:43,2015BW046_66,6.04,21.23349211,1.191303134,25.671,18.771,6.393590754,5.774801802,6.720228623
395,7/31/2015,2015,7/30/2015,15-46,2015BW046,BW,2.14,AM,1,338,23.833,36.933,34.126,6.46,20.49,20.5,14:03:19,2015BW046_68,0.14,23.6977636,1.609494135,27.727,21.032,5.823045895,5.871502587,7.835096231
396,7/31/2015,2015,7/30/2015,15-46,2015BW046,BW,7.22,AM,1,76,22.058,37.398,30.268,6.46,20.49,20.5,14:03:19,2015BW046_68,5.22,21.09619893,0.966064406,23.545,18.771,4.33073334,5.769414263,6.571162675
397,8/1/2015,2015,7/31/2015,15-46,2015BW046,BW,7.12,AM,1,682,20.365,37.015,36.495,6.47,20.49,20.49,14:01:35,2015BW046_69,5.12,21.14500178,0.948704535,23.761,18.771,6.525029658,5.771329342,6.582200664
398,8/2/2015,2015,8/1/2015,15-46,2015BW046,BW,2.16,AM,1,118,22.776,38.532,37.463,6.48,20.48,20.49,13:59:48,2015BW046_70,0.16,23.68571276,1.606942895,27.702,21.032,4.770684624,5.871029698,7.829426319
399,8/2/2015,2015,8/1/2015,15-46,2015BW046,BW,7.06,AM,1,660,19.222,37.508,37.544,6.48,20.48,20.49,13:59:48,2015BW046_70,5.06,21.18416949,0.938099286,23.761,18.794,6.492239835,5.772866327,6.592492104
403,7/18/2015,2015,7/17/2015,15-48,2015SC048,SC,18.21,PM,2,84,42.833,37.124,36.543,6.36,20.59,21,14:23:10,2015SC048_55,4.21,22.21824364,1.029988726,24.002,19.056,4.430816799,4.899520554,11.34630072
404,7/18/2015,2015,7/17/2015,15-48,2015SC048,SC,6.43,AM,1,250,22.776,35.582,33.444,6.36,20.59,21,14:23:10,2015SC048_55,4.43,22.04010169,1.086917923,23.833,18.723,5.521460918,5.561404409,11.27784002
405,7/19/2015,2015,7/18/2015,15-48,2015SC048,SC,17.39,PM,2,136,44.503,37.042,36.276,6.37,20.59,20.59,14:21:51,2015SC048_56,3.39,22.68017083,1.066130006,25.428,20.388,4.912654886,4.917647096,11.60294618
406,7/19/2015,2015,7/18/2015,15-48,2015SC048,SC,8.01,AM,1,244,23.569,36.092,34.005,6.37,20.59,20.59,14:21:51,2015SC048_56,6.01,22.00363983,1.346113515,24.05,18.723,5.497168225,5.559973605,11.37041667
407,7/20/2015,2015,7/19/2015,15-48,2015SC048,SC,18.17,PM,2,110,40.4,36.498,35.193,6.38,20.58,20.59,14:20:30,2015SC048_57,4.17,22.25660805,1.02092645,24.002,19.056,4.700480366,4.901026016,11.36242131
408,7/21/2015,2015,7/20/2015,15-48,2015SC048,SC,10.27,AM,1,596,24.122,33.6,32.678,6.38,20.57,20.58,14:19:06,2015SC048_58,8.27,26.04538983,2.976478819,33.079,19.96,6.390240667,5.718576421,14.18185309
411,7/24/2015,2015,7/23/2015,15-48,2015SC048,SC,17.49,PM,2,170,40.862,36.173,35.57,6.41,20.55,20.56,14:14:42,2015SC048_61,3.49,22.53504025,1.028484617,25.355,19.96,5.135798437,4.911952009,11.51099174
412,7/24/2015,2015,7/23/2015,15-48,2015SC048,SC,9.17,AM,1,150,27.284,35.368,34,6.41,20.55,20.56,14:14:42,2015SC048_61,7.17,23.44116102,1.990092889,28.468,18.771,5.010635294,5.616383553,12.39795989
413,7/25/2015,2015,7/24/2015,15-48,2015SC048,SC,4.07,AM,1,128,22.25,35.395,32.999,6.41,20.55,20.55,14:13:10,2015SC048_62,2.07,23.6789322,1.271973731,25.987,20.817,4.852030264,5.625713961,12.21284142
414,7/22/2015,2015,7/21/2015,15-50,2015BW050,BW,7.33,AM,1,694,19.199,36.146,34.463,6.39,20.57,20.57,14:17:40,2015BW050_59,5.33,21.687682,1.558160646,25.598,18.652,6.542471961,5.901588407,7.372125525
415,7/22/2015,2015,7/21/2015,15-50,2015BW050,BW,10.43,AM,1,338,24.581,38.504,37.007,6.39,20.57,20.57,14:17:40,2015BW050_59,8.43,26.34840194,2.847744441,34.757,20.627,5.823045895,6.084480299,9.695407454
416,7/23/2015,2015,7/22/2015,15-50,2015BW050,BW,6.37,AM,1,554,21.772,36.824,36.542,6.4,20.56,20.57,14:16:12,2015BW050_60,4.37,21.9813414,1.492718615,25.671,18.699,6.317164687,5.913111932,7.455344123
417,7/24/2015,2015,7/23/2015,15-50,2015BW050,BW,6.39,AM,1,698,20.936,37.673,38.249,6.41,20.55,20.56,14:14:42,2015BW050_61,4.39,21.96667716,1.495331327,25.623,18.699,6.548219103,5.912536491,7.450906373
